5  20
68	92	57	78	32	78	91	22	1	44	49	82	30	12	29	13	45	74	25	81	
55	36	48	16	43	84	96	3	60	1	69	61	42	26	37	41	1	9	62	84	
81	35	77	88	56	63	23	13	42	83	55	73	7	12	6	58	60	36	33	12	
84	27	22	27	6	32	80	76	72	76	97	40	15	63	5	62	78	21	97	66	
94	78	67	88	67	17	9	65	80	89	39	95	51	36	91	53	70	2	35	56	
514	919	820	653	85	483	92	127	104	878	718	430	234	305	830	911	738	675	391	284	
0	44	79	38	72	53	68	53	52	47	79	79	46	59	56	79	49	56	40	67	30	
44	0	43	48	28	30	31	39	8	10	48	40	35	65	14	44	18	21	7	22	40	
79	43	0	58	24	26	12	33	36	35	8	10	38	60	29	1	30	23	42	32	56	
38	48	58	0	64	32	52	25	50	42	55	63	20	21	49	59	37	43	40	63	9	
72	28	24	64	0	34	17	43	20	25	32	16	45	74	16	24	27	20	31	8	59	
53	30	26	32	34	0	20	10	27	20	26	31	12	40	23	27	12	14	25	35	29	
68	31	12	52	17	20	0	28	24	23	18	11	32	58	17	12	19	12	30	22	48	
53	39	33	25	43	10	28	0	36	29	30	39	7	30	33	34	21	24	32	45	25	
52	8	36	50	20	27	24	36	0	8	41	31	34	65	6	36	15	15	12	15	43	
47	10	35	42	25	20	23	29	8	0	39	33	26	57	9	36	8	12	7	22	35	
79	48	8	55	32	26	18	30	41	39	0	18	36	55	35	9	33	27	46	39	55	
79	40	10	63	16	31	11	39	31	33	18	0	43	68	25	9	30	22	40	24	60	
46	35	38	20	45	12	32	7	34	26	36	43	0	30	32	39	20	24	28	45	18	
59	65	60	21	74	40	58	30	65	57	55	68	30	0	62	61	50	54	57	75	30	
56	14	29	49	16	23	17	33	6	9	35	25	32	62	0	30	12	9	15	13	43	
79	44	1	59	24	27	12	34	36	36	9	9	39	61	30	0	31	24	43	32	57	
49	18	30	37	27	12	19	21	15	8	33	30	20	50	12	31	0	7	13	26	32	
56	21	23	43	20	14	12	24	15	12	27	22	24	54	9	24	7	0	18	21	39	
40	7	42	40	31	25	30	32	12	7	46	40	28	57	15	43	13	18	0	27	32	
67	22	32	63	8	35	22	45	15	22	39	24	45	75	13	32	26	21	27	0	57	
30	40	56	9	59	29	48	25	43	35	55	60	18	30	43	57	32	39	32	57	0	

