10  20
18	25	74	78	79	90	14	17	95	30	72	78	1	54	38	87	90	38	61	23	
93	8	54	11	98	92	13	82	94	98	33	40	66	46	85	35	18	5	56	59	
57	66	8	94	5	3	42	7	82	45	50	29	26	27	31	15	85	26	33	13	
57	59	36	54	2	47	10	76	16	24	61	100	75	90	18	75	56	95	68	2	
30	46	77	68	31	19	21	74	18	90	62	15	11	44	84	88	21	76	36	76	
71	68	85	91	14	31	40	32	39	99	39	26	96	77	57	16	4	22	40	68	
82	53	21	51	86	83	7	73	55	57	9	11	76	89	1	40	79	97	77	83	
31	9	95	86	84	53	71	53	31	99	19	30	4	61	96	91	5	38	53	92	
77	95	45	63	14	65	97	6	17	72	96	47	99	48	91	43	39	67	68	60	
90	45	3	46	49	39	37	4	79	94	85	82	3	70	24	17	55	4	79	1	
191	240	358	487	994	694	960	127	459	880	614	284	507	801	569	573	294	881	643	654	
0	20	66	60	34	77	48	75	55	74	70	60	73	71	60	65	64	61	50	81	66	
20	0	48	48	16	60	29	60	37	55	50	42	58	53	53	52	46	50	31	65	46	
66	48	0	28	31	14	19	20	11	13	26	7	20	53	46	26	46	30	16	21	15	
60	48	28	0	33	28	31	20	22	41	53	22	17	76	18	5	68	2	27	27	42	
34	16	31	33	0	43	13	43	21	40	39	26	42	51	43	37	43	35	15	48	33	
77	60	14	28	43	0	32	10	22	20	37	17	12	65	46	24	59	29	29	7	27	
48	29	19	31	13	32	0	35	11	26	27	15	34	45	46	33	37	33	4	38	19	
75	60	20	20	43	10	35	0	24	29	45	20	2	73	36	14	66	20	31	7	35	
55	37	11	22	21	22	11	24	0	23	30	5	23	53	39	23	46	24	7	28	20	
74	55	13	41	40	20	26	29	23	0	17	20	30	46	59	39	41	43	25	27	10	
70	50	26	53	39	37	27	45	30	17	0	30	46	28	70	52	24	54	28	44	10	
60	42	7	22	26	17	15	20	5	20	30	0	19	55	40	21	48	24	11	23	19	
73	58	20	17	42	12	34	2	23	30	46	19	0	73	34	12	66	18	30	9	35	
71	53	53	76	51	65	45	73	53	46	28	55	73	0	91	76	8	78	48	73	38	
60	53	46	18	43	46	46	36	39	59	70	40	34	91	0	22	83	17	43	43	60	
65	52	26	5	37	24	33	14	23	39	52	21	12	76	22	0	69	5	29	22	41	
64	46	46	68	43	59	37	66	46	41	24	48	66	8	83	69	0	70	41	67	32	
61	50	30	2	35	29	33	20	24	43	54	24	18	78	17	5	70	0	30	27	44	
50	31	16	27	15	29	4	31	7	25	28	11	30	48	43	29	41	30	0	34	20	
81	65	21	27	48	7	38	7	28	27	44	23	9	73	43	22	67	27	34	0	35	
66	46	15	42	33	27	19	35	20	10	10	19	35	38	60	41	32	44	20	35	0	

