5  20
22	65	91	41	67	41	83	53	38	10	19	37	36	73	44	72	50	29	11	99	
95	76	33	98	35	63	4	22	43	11	88	53	10	7	95	83	42	18	20	7	
66	91	83	20	81	12	34	7	69	82	68	21	12	83	13	28	24	93	24	28	
44	18	69	24	100	11	20	47	95	30	47	6	16	28	17	81	18	99	5	20	
95	93	18	63	77	27	39	45	74	75	86	12	95	8	91	100	80	33	20	98	
590	114	995	677	696	63	990	196	832	541	307	239	275	966	854	777	569	414	465	784	
0	56	67	77	32	51	66	56	77	66	70	72	80	25	84	44	34	67	37	37	93	
56	0	12	45	23	5	19	47	26	23	45	50	39	37	42	15	28	12	48	40	55	
67	12	0	50	34	16	23	57	24	27	53	57	41	49	44	24	40	1	60	52	57	
77	45	50	0	55	49	27	25	31	23	9	12	13	51	15	57	44	49	44	41	17	
32	23	34	55	0	18	36	44	46	38	51	55	54	18	58	12	15	34	35	29	69	
51	5	16	49	18	0	23	48	31	27	48	53	43	33	47	10	26	16	46	39	60	
66	19	23	27	36	23	0	37	12	4	30	35	20	42	23	33	32	22	46	39	36	
56	47	57	25	44	48	37	0	47	33	16	16	36	33	39	52	30	56	20	19	42	
77	26	24	31	46	31	12	47	0	14	36	41	19	54	20	41	44	23	58	51	33	
66	23	27	23	38	27	4	33	14	0	25	30	16	42	20	36	32	26	44	37	32	
70	45	53	9	51	48	30	16	36	25	0	5	21	45	24	55	38	52	36	33	25	
72	50	57	12	55	53	35	16	41	30	5	0	25	47	27	59	41	57	36	34	27	
80	39	41	13	54	43	20	36	19	16	21	25	0	55	4	53	46	40	52	47	16	
25	37	49	51	18	33	42	33	54	42	45	47	55	0	59	30	9	49	18	14	68	
84	42	44	15	58	47	23	39	20	20	24	27	4	59	0	56	50	43	56	51	13	
44	15	24	57	12	10	33	52	41	36	55	59	53	30	56	0	25	24	46	39	69	
34	28	40	44	15	26	32	30	44	32	38	41	46	9	50	25	0	40	21	14	60	
67	12	1	49	34	16	22	56	23	26	52	57	40	49	43	24	40	0	59	52	56	
37	48	60	44	35	46	46	20	58	44	36	36	52	18	56	46	21	59	0	7	61	
37	40	52	41	29	39	39	19	51	37	33	34	47	14	51	39	14	52	7	0	58	
93	55	57	17	69	60	36	42	33	32	25	27	16	68	13	69	60	56	61	58	0	

