5  20
48	84	65	49	93	99	53	62	19	51	22	24	76	74	77	63	20	49	77	39	
5	41	97	70	91	93	5	25	9	25	13	69	7	40	53	59	3	49	36	76	
73	35	35	85	10	80	62	17	69	50	80	55	42	82	5	27	67	53	54	82	
40	86	94	55	2	76	34	2	88	69	33	89	13	5	51	53	74	44	24	85	
44	79	93	65	30	70	53	13	2	98	72	60	19	66	34	20	89	51	52	68	
942	430	232	943	872	496	396	536	239	405	768	551	96	729	335	513	540	903	185	391	
0	83	38	36	31	61	62	73	49	46	58	74	29	60	48	46	13	42	51	11	61	
83	0	46	48	56	25	33	13	59	42	29	10	55	44	37	48	70	43	69	77	32	
38	46	0	10	12	28	33	37	29	12	26	37	9	30	10	27	25	13	38	31	32	
36	48	10	0	20	25	28	37	39	22	22	38	14	40	18	17	24	6	48	32	27	
31	56	12	20	0	40	45	48	21	14	38	49	5	29	18	37	18	24	28	22	44	
61	25	28	25	40	0	10	12	51	31	3	15	37	43	23	22	50	19	62	57	9	
62	33	33	28	45	10	0	20	60	40	9	23	41	53	32	18	52	22	70	60	1	
73	13	37	37	48	12	20	0	55	37	16	3	46	44	30	35	60	31	66	68	19	
49	59	29	39	21	51	60	55	0	20	51	55	27	16	28	56	38	42	10	38	59	
46	42	12	22	14	31	40	37	20	0	31	37	17	18	8	37	33	23	30	37	38	
58	29	26	22	38	3	9	16	51	31	0	18	35	44	23	19	47	16	61	54	7	
74	10	37	38	49	15	23	3	55	37	18	0	47	42	30	38	62	33	65	69	22	
29	55	9	14	5	37	41	46	27	17	35	47	0	33	18	31	16	19	34	21	40	
60	44	30	40	29	43	53	44	16	18	44	42	33	0	23	54	48	41	25	50	52	
48	37	10	18	18	23	32	30	28	8	23	30	18	23	0	31	34	17	38	40	30	
46	48	27	17	37	22	18	35	56	37	19	38	31	54	31	0	37	13	65	45	17	
13	70	25	24	18	50	52	60	38	33	47	62	16	48	34	37	0	30	41	8	51	
42	43	13	6	24	19	22	31	42	23	16	33	19	41	17	13	30	0	51	38	21	
51	69	38	48	28	62	70	66	10	30	61	65	34	25	38	65	41	51	0	40	69	
11	77	31	32	22	57	60	68	38	37	54	69	21	50	40	45	8	38	40	0	59	
61	32	32	27	44	9	1	19	59	38	7	22	40	52	30	17	51	21	69	59	0	

