5  50
16	62	60	87	4	20	32	71	17	68	62	48	91	96	28	7	56	78	67	90	52	29	78	12	46	67	4	30	78	91	39	17	4	56	84	20	81	48	86	56	52	21	70	15	76	31	21	44	73	10	
13	60	15	10	41	74	37	78	57	89	99	81	71	20	81	36	1	37	35	74	57	52	64	1	22	63	74	61	23	71	66	76	64	88	94	86	91	48	71	28	88	41	58	5	60	80	95	82	89	23	
28	38	53	59	85	36	64	79	45	31	23	49	79	74	56	86	70	35	20	82	28	5	51	50	85	96	27	60	83	6	43	19	62	56	49	76	38	79	58	6	91	65	74	41	44	27	43	23	67	14	
88	27	76	29	15	36	52	68	60	25	75	44	74	21	82	23	87	7	39	15	81	37	51	66	96	14	86	87	92	19	49	56	16	40	74	47	63	70	69	11	11	42	90	65	7	73	71	11	72	59	
91	52	24	22	7	12	73	38	20	35	88	48	20	73	94	78	73	33	97	74	89	94	97	85	38	61	84	78	53	73	75	42	90	32	96	60	82	63	57	87	51	79	29	35	24	55	76	2	13	91	
806	729	137	1639	65	709	543	1408	1556	2175	2345	938	878	1732	582	513	531	187	988	1364	1581	917	1906	1406	811	1547	1197	1780	2041	1970	646	1299	2459	1553	1196	1243	1834	1194	738	2491	390	228	2495	287	1327	1406	1597	311	924	1679	
0	65	78	59	73	58	56	30	43	13	79	74	56	60	56	42	42	79	77	30	55	69	70	73	88	26	56	84	60	66	37	94	2	62	95	61	57	64	96	67	26	87	76	72	73	53	33	50	71	45	62	
65	0	14	6	27	24	40	39	31	52	32	15	12	42	12	24	31	15	43	38	43	39	18	52	25	44	25	20	49	1	36	33	62	26	38	39	18	36	38	27	45	25	28	17	30	28	36	34	31	19	31	
78	14	0	19	34	28	52	53	40	65	37	9	22	54	22	38	41	13	50	51	56	49	25	62	21	58	30	15	61	13	50	30	75	38	36	50	31	46	36	37	59	21	34	23	38	41	47	47	40	33	42	
59	6	19	0	29	20	38	34	25	46	35	18	8	41	8	19	26	22	44	32	41	39	21	52	31	39	21	26	48	7	31	39	56	26	43	38	17	35	44	28	40	31	31	21	32	26	29	31	33	13	30	
73	27	34	29	0	50	24	43	53	62	6	40	37	24	37	33	53	23	16	42	28	15	9	28	24	47	50	25	31	26	36	24	70	11	23	20	16	15	25	6	47	23	2	11	3	19	53	24	6	33	12	
58	24	28	20	50	0	56	43	15	46	55	20	13	60	13	30	16	37	65	40	59	60	41	72	47	47	2	41	66	25	43	56	56	46	61	57	37	55	61	49	48	47	51	41	53	45	25	48	54	24	51	
56	40	52	38	24	56	0	28	52	48	28	55	44	4	44	28	52	44	21	29	4	13	29	18	48	30	56	48	9	40	21	49	53	15	47	5	21	10	49	18	29	47	26	32	22	12	48	8	19	32	12	
30	39	53	34	43	43	28	0	32	19	49	52	35	32	35	15	31	52	48	2	28	40	41	46	60	5	41	57	35	41	7	65	27	32	65	32	28	35	67	37	6	59	46	43	43	23	24	21	41	21	33	
43	31	40	25	53	15	52	32	0	31	59	33	18	56	18	24	1	47	65	29	54	59	45	69	56	35	13	51	61	32	34	64	41	46	68	54	37	54	69	50	36	56	55	46	55	41	10	43	55	20	49	
13	52	65	46	62	46	48	19	31	0	68	61	43	51	43	29	30	67	68	19	47	60	58	65	75	18	44	72	54	53	27	82	10	51	83	52	46	55	85	56	19	75	64	60	62	43	21	41	60	33	52	
79	32	37	35	6	55	28	49	59	68	0	44	43	26	43	39	59	25	14	48	31	17	14	27	23	53	56	26	33	31	41	22	76	17	18	23	23	18	20	12	53	22	4	15	6	25	59	29	8	40	17	
74	15	9	18	40	20	55	52	33	61	44	0	17	57	17	37	34	21	57	50	59	54	31	67	30	57	22	24	65	15	49	39	71	42	45	54	33	51	45	42	58	30	41	29	44	43	41	49	46	31	46	
56	12	22	8	37	13	44	35	18	43	43	17	0	47	0	20	19	28	52	33	47	47	29	59	38	40	13	32	54	13	33	46	54	34	50	45	24	43	51	36	41	37	39	29	40	32	25	36	41	14	38	
60	42	54	41	24	60	4	32	56	51	26	57	47	0	47	31	55	45	18	33	5	10	29	14	48	34	59	48	7	42	25	48	57	16	45	4	24	9	47	18	33	47	26	32	21	15	52	12	18	36	12	
56	12	22	8	37	13	44	35	18	43	43	17	0	47	0	20	19	28	52	33	47	47	29	59	38	40	13	32	54	13	33	46	54	34	50	45	24	43	51	36	41	37	39	29	40	32	25	36	41	14	38	
42	24	38	19	33	30	28	15	24	29	39	37	20	31	20	0	23	38	43	13	30	36	29	45	46	20	29	43	37	25	13	52	39	24	54	30	17	31	55	28	21	45	36	31	34	18	21	19	33	6	27	
42	31	41	26	53	16	52	31	1	30	59	34	19	55	19	23	0	47	65	29	53	59	45	69	57	34	14	52	61	33	34	65	40	46	69	54	37	54	70	50	36	56	55	46	55	41	9	43	55	20	49	
79	15	13	22	23	37	44	52	47	67	25	21	28	45	28	38	47	0	39	50	48	38	15	51	9	57	39	5	52	14	47	18	77	29	24	41	25	37	24	27	57	9	22	12	26	35	51	41	29	34	32	
