5  20
38	24	78	33	92	84	28	94	97	58	90	31	91	11	51	84	21	64	40	58	
44	77	21	61	73	35	17	51	13	53	43	43	86	10	79	7	7	37	56	15	
4	63	94	52	47	48	53	62	79	2	44	36	3	27	64	18	37	77	89	33	
82	60	6	19	3	7	99	56	90	3	91	80	85	17	42	83	47	29	1	71	
31	83	37	96	72	77	17	20	36	98	73	36	26	29	23	13	20	41	87	64	
200	814	642	274	674	700	71	423	705	417	613	436	232	133	381	146	619	296	102	186	
0	56	72	74	21	71	73	70	24	68	85	40	85	62	58	83	70	71	18	74	36	
56	0	18	19	36	42	36	41	33	28	30	17	30	23	17	29	41	24	42	25	27	
72	18	0	18	53	53	27	53	50	21	12	35	13	35	18	11	52	13	56	11	45	
74	19	18	0	53	37	45	36	50	39	25	33	24	21	32	25	35	31	61	29	40	
21	36	53	53	0	52	59	51	2	52	65	19	66	41	41	64	51	54	16	56	16	
71	42	53	37	52	0	78	1	50	70	62	40	61	19	60	62	1	65	67	64	36	
73	36	27	45	59	78	0	77	57	7	29	47	30	59	19	27	76	14	55	16	58	
70	41	53	36	51	1	77	0	49	70	61	39	61	18	59	62	1	64	66	63	35	
24	33	50	50	2	50	57	49	0	50	62	16	63	38	39	61	49	51	17	53	14	
68	28	21	39	52	70	7	70	50	0	26	40	27	51	12	24	69	9	50	12	51	
85	30	12	25	65	62	29	61	62	26	0	47	1	45	28	2	60	17	68	14	57	
40	17	35	33	19	40	47	39	16	40	47	0	48	25	28	47	39	39	29	40	11	
85	30	13	24	66	61	30	61	63	27	1	48	0	45	29	3	60	18	69	15	57	
62	23	35	21	41	19	59	18	38	51	45	25	45	0	41	45	17	46	54	45	25	
58	17	18	32	41	60	19	59	39	12	28	28	29	41	0	26	58	13	41	15	39	
83	29	11	25	64	62	27	62	61	24	2	47	3	45	26	0	61	15	67	12	56	
70	41	52	35	51	1	76	1	49	69	60	39	60	17	58	61	0	63	66	63	35	
71	24	13	31	54	65	14	64	51	9	17	39	18	46	13	15	63	0	54	3	50	
18	42	56	61	16	67	55	66	17	50	68	29	69	54	41	67	66	54	0	56	30	
74	25	11	29	56	64	16	63	53	12	14	40	15	45	15	12	63	3	56	0	51	
36	27	45	40	16	36	58	35	14	51	57	11	57	25	39	56	35	50	30	51	0	

