10  100
85	30	36	29	52	20	28	71	98	18	87	36	45	35	9	27	78	2	78	98	55	13	68	19	56	31	27	75	68	100	61	93	42	32	75	65	17	10	99	50	43	60	48	31	7	58	57	5	89	6	23	87	49	48	5	2	79	68	16	48	12	27	47	100	34	90	74	46	81	1	70	15	68	54	85	1	35	14	12	27	63	44	1	63	29	89	38	47	66	67	64	9	95	30	27	55	91	35	60	10	
54	90	77	85	41	17	72	51	39	98	19	90	30	46	54	22	29	53	42	56	36	90	9	71	4	73	34	86	47	91	91	11	98	13	35	43	34	57	10	100	81	46	97	57	28	28	53	77	40	99	69	95	15	91	16	62	78	62	77	91	40	70	52	20	29	49	33	40	24	73	29	87	79	32	46	58	94	99	98	55	2	24	50	98	29	13	79	26	11	42	44	30	9	77	56	22	16	17	43	91	
88	54	85	62	2	72	42	87	71	59	15	99	13	67	94	61	8	90	20	22	49	100	1	31	99	6	45	17	81	74	12	77	9	78	67	92	73	23	39	2	4	98	61	68	19	7	88	50	86	48	88	26	91	63	92	87	55	43	87	22	99	21	66	45	72	18	86	61	68	83	73	31	41	95	18	36	24	64	97	94	100	3	62	29	90	98	39	55	29	62	81	70	98	97	10	7	65	33	85	68	
16	89	52	64	32	22	99	94	82	99	65	87	88	60	48	36	51	13	42	61	71	32	53	8	60	85	25	41	77	75	35	26	99	19	68	59	34	41	43	47	100	13	13	92	93	17	81	71	33	58	80	94	39	8	55	100	18	4	73	91	5	87	34	66	52	94	87	37	2	5	18	17	40	48	39	33	61	61	22	71	48	21	10	8	92	38	71	25	62	18	92	65	46	1	9	32	64	72	55	87	
98	55	20	40	16	86	23	3	42	69	62	89	61	33	66	26	91	61	9	78	31	29	99	40	99	40	13	88	76	55	96	62	86	26	74	69	95	50	20	60	87	12	20	94	89	65	61	33	3	5	9	69	20	81	88	54	68	20	30	8	83	83	11	83	32	42	30	72	99	4	63	27	52	48	43	71	5	28	86	81	95	90	36	24	74	57	32	15	61	44	71	86	33	38	81	33	7	18	71	34	
99	52	66	93	94	28	5	20	33	74	10	89	40	27	86	85	96	83	83	93	87	8	75	29	26	41	64	63	84	60	4	52	23	40	17	12	76	92	10	57	49	96	80	40	11	16	80	9	37	23	70	27	59	98	8	61	17	57	97	91	38	63	66	43	51	52	85	5	61	70	89	14	85	26	21	83	87	48	70	69	4	83	1	19	93	90	66	22	12	89	92	97	50	14	22	38	16	15	17	57	
18	86	1	36	24	39	38	33	49	6	34	53	57	10	59	38	9	52	72	66	73	81	44	29	2	91	64	82	4	96	37	20	17	52	34	88	3	49	11	69	81	63	79	66	8	90	10	18	29	41	78	64	12	17	22	100	80	61	14	37	53	3	48	11	33	71	2	48	12	11	100	39	71	80	40	27	23	53	95	58	78	6	64	2	96	23	75	89	72	83	21	81	57	83	31	12	42	36	51	8	
95	21	43	52	7	14	81	72	20	66	34	25	86	87	37	82	44	65	31	40	70	7	62	8	61	24	44	71	24	33	51	80	46	15	57	88	85	7	92	51	73	38	25	50	83	12	33	20	30	49	94	64	70	73	43	25	62	57	25	3	63	35	2	88	17	71	34	87	100	96	94	32	6	18	43	28	5	2	16	52	80	24	47	35	69	10	97	58	14	52	88	87	46	9	33	74	8	6	47	60	
53	5	34	96	97	98	44	23	89	68	78	24	71	77	52	96	69	40	85	47	21	18	28	68	62	11	100	92	77	77	47	79	45	52	87	41	77	7	59	62	78	11	39	1	37	36	48	53	75	75	98	46	40	7	15	57	3	88	87	17	31	85	62	85	84	44	58	82	31	18	98	39	15	25	48	64	63	71	52	78	93	16	53	29	83	11	98	31	66	78	6	35	32	68	99	82	78	78	78	46	
98	43	52	13	47	91	82	7	87	91	61	9	35	58	97	80	14	63	7	31	49	8	98	50	95	7	41	42	40	42	7	79	66	33	86	9	25	83	44	42	1	47	47	51	14	84	3	4	50	35	46	64	54	97	33	80	89	21	53	2	84	16	34	42	81	83	44	18	3	66	68	95	49	30	63	73	47	67	73	18	62	41	99	5	87	55	5	61	34	74	75	63	30	69	75	9	39	28	51	95	
1869	4646	719	486	1458	3543	1969	456	2739	3637	1982	2785	3620	1771	1435	4609	2832	4095	2056	2107	313	3290	1297	4638	4927	3037	3722	3666	4537	1996	380	3079	4380	573	3576	2139	4584	2166	4139	3001	2984	2862	2961	3347	2973	671	3715	1530	3658	3416	4654	4467	1537	2016	164	1316	790	2145	279	2100	1982	1793	4558	342	916	2748	2896	3429	2119	2954	4039	4629	4402	3294	986	864	2611	509	2766	4431	2603	4752	2184	4244	4444	3981	4060	3028	392	2809	3358	1866	2054	3543	3079	4064	4656	2587	918	3825	
0	59	58	89	44	56	29	31	64	66	6	52	16	26	61	37	69	69	18	25	78	46	40	85	75	59	58	71	43	72	65	53	82	63	60	56	68	52	81	72	58	28	21	77	57	54	37	3	22	95	90	42	42	41	73	57	70	91	61	78	64	77	46	80	76	40	23	29	33	67	81	35	78	49	80	74	85	58	83	35	15	86	34	73	38	45	59	58	34	72	67	23	10	18	60	27	37	40	31	65	77	
59	0	35	43	18	36	39	34	46	9	53	39	43	33	3	29	16	21	41	33	21	23	20	38	48	22	5	13	24	34	17	8	27	48	41	43	59	8	41	13	33	49	38	34	45	37	41	55	40	44	40	19	47	27	48	4	30	41	61	30	20	20	46	31	26	37	36	36	26	13	23	25	33	31	30	19	30	15	40	24	43	30	28	15	37	46	19	36	48	19	36	49	48	43	56	31	21	41	42	29	20	
58	35	0	34	24	2	28	27	11	43	54	8	49	43	38	50	51	57	46	40	37	50	27	31	18	56	30	34	49	16	52	39	37	13	5	9	24	29	24	39	2	33	47	22	10	5	22	55	36	42	37	26	21	19	17	38	16	37	27	27	18	36	18	29	28	17	45	29	32	48	42	30	25	9	30	32	39	20	27	41	47	42	27	38	19	19	16	1	28	54	9	36	51	50	21	40	37	19	27	11	37	
89	43	34	0	46	36	60	58	35	45	85	42	77	68	44	70	51	59	74	67	26	65	51	5	26	65	39	31	66	18	56	51	19	38	35	41	46	43	10	35	33	67	74	12	41	39	56	86	67	10	7	49	55	48	29	47	19	5	55	13	26	26	51	12	17	51	71	60	58	50	29	56	11	41	13	25	18	33	6	63	76	22	55	32	52	53	30	34	62	53	24	70	81	78	49	66	59	53	60	24	27	
44	18	24	46	0	23	21	16	35	27	39	25	31	22	21	27	33	38	28	20	34	26	4	42	41	33	15	26	25	31	32	18	37	36	29	29	46	10	40	29	22	31	27	34	31	24	24	41	23	51	46	3	30	9	40	18	28	47	46	34	20	32	29	36	31	20	25	18	12	31	37	9	35	16	36	29	40	13	41	18	30	41	10	30	19	29	15	25	30	36	30	31	35	31	41	19	14	24	24	24	33	
56	36	2	36	23	0	26	25	11	44	52	6	48	42	39	50	52	58	44	39	39	50	26	34	19	56	31	36	49	18	53	40	39	13	5	7	23	29	27	41	4	31	46	25	9	3	20	53	35	44	39	26	19	18	18	38	18	39	26	29	20	38	15	31	30	15	44	27	31	49	44	29	27	8	32	34	41	21	29	40	45	44	26	40	17	17	17	2	26	55	12	34	49	49	20	39	37	17	25	13	39	
29	39	28	60	21	26	0	5	35	48	26	22	23	21	42	33	53	57	20	17	54	38	19	57	46	50	36	47	36	43	51	36	56	35	30	27	42	31	52	50	28	10	23	48	29	24	9	26	9	67	62	20	17	13	44	39	41	63	37	50	37	52	19	53	49	11	21	3	14	51	58	14	50	20	53	49	59	32	54	25	20	61	11	51	9	18	32	29	12	56	38	10	23	25	34	18	24	12	4	36	53	
31	34	27	58	16	25	5	0	36	43	27	23	22	18	37	30	48	51	19	14	49	34	14	54	45	45	31	43	31	41	46	31	52	36	30	28	43	26	50	45	27	15	21	46	30	24	12	28	9	64	59	15	20	9	43	34	39	60	39	47	33	48	21	49	45	12	19	2	10	46	53	9	47	18	49	45	55	28	52	21	19	57	6	46	10	21	28	28	16	51	36	15	23	24	36	15	19	14	8	33	49	
64	46	11	35	35	11	35	36	0	54	62	13	58	53	49	61	62	68	55	50	46	61	38	35	12	67	41	44	60	20	63	51	44	3	6	8	13	41	25	49	13	37	57	27	7	12	27	61	44	45	41	37	23	29	9	49	22	40	20	33	28	45	19	35	35	24	55	37	42	60	51	40	30	19	36	41	45	31	29	52	55	49	37	48	26	20	27	10	31	65	13	42	59	60	14	50	48	24	33	19	46	
66	9	43	45	27	44	48	43	54	0	60	48	50	40	6	33	7	14	48	41	20	25	29	40	54	20	13	14	27	40	11	13	27	56	49	51	67	17	45	10	41	58	45	38	53	46	51	62	48	44	41	28	56	36	55	9	35	43	70	32	26	19	55	33	28	46	42	45	35	5	19	34	36	40	32	20	29	22	43	31	51	28	37	13	46	55	26	44	57	10	43	58	56	49	64	39	28	50	51	36	19	
6	53	54	85	39	52	26	27	62	60	0	49	10	20	55	31	63	63	12	19	73	40	35	81	72	53	52	65	37	68	59	47	77	61	56	53	67	46	77	66	54	27	15	73	55	50	34	3	17	90	85	36	41	36	70	51	66	86	60	73	59	71	44	75	71	37	17	25	27	61	76	29	74	45	75	69	80	53	79	29	9	81	29	68	35	43	54	55	33	65	63	22	4	12	59	21	31	37	28	60	72	
52	39	8	42	25	6	22	23	13	48	49	0	45	40	42	49	55	61	42	37	45	51	27	40	23	58	34	41	49	24	56	42	45	13	8	5	21	32	33	46	10	25	44	31	7	3	15	49	31	51	46	26	13	17	21	42	25	46	22	35	26	44	9	38	36	11	42	24	29	53	50	28	33	8	38	40	47	26	35	40	42	50	24	45	13	10	22	8	20	58	18	29	46	47	16	37	37	12	21	19	45	
16	43	49	77	31	48	23	22	58	50	10	45	0	10	45	21	53	53	3	10	63	30	27	73	67	43	43	56	27	61	49	37	68	58	52	50	65	37	71	57	49	27	5	65	52	46	32	13	14	82	77	28	39	30	66	41	59	78	59	65	51	62	42	67	63	34	7	21	19	51	66	21	66	40	67	60	71	44	72	19	3	72	22	58	32	41	46	50	32	55	58	23	6	2	57	12	21	35	26	54	63	
