10  20
85	4	27	75	43	64	4	87	43	62	93	35	66	79	29	39	14	72	5	65	
2	99	72	40	76	92	82	21	71	91	42	54	90	12	72	18	36	67	17	92	
76	88	25	37	60	89	40	33	69	10	12	57	41	84	78	54	22	66	16	82	
1	67	35	71	82	29	81	96	39	85	40	95	23	50	24	24	49	66	90	100	
45	69	14	4	94	85	52	3	33	33	6	71	54	39	38	54	76	33	44	63	
21	41	33	46	59	44	22	24	74	14	90	28	4	89	9	35	100	14	88	38	
80	5	42	45	90	52	48	43	80	30	69	23	90	34	19	98	52	97	66	17	
16	15	19	8	95	40	13	32	38	60	41	14	25	21	30	10	12	25	25	81	
89	55	77	35	94	43	88	6	57	62	20	39	97	29	19	34	63	22	54	31	
25	91	33	88	21	49	90	29	61	59	95	13	92	69	6	11	23	26	96	30	
255	242	654	777	793	954	1000	77	413	622	792	234	258	537	560	248	135	857	609	186	
0	35	23	49	69	51	65	40	56	18	40	78	33	61	91	73	66	72	46	49	50	
35	0	26	22	49	34	34	9	22	17	6	43	12	53	58	51	38	39	11	15	16	
23	26	0	29	46	28	45	35	48	18	32	61	17	39	71	50	45	54	33	33	42	
49	22	29	0	27	16	15	29	31	34	25	32	15	36	42	29	17	24	15	11	28	
69	49	46	27	0	17	25	57	57	58	52	40	40	21	40	5	18	33	42	37	54	
51	34	28	16	17	0	25	43	48	41	39	43	24	19	48	21	21	35	31	27	44	
65	34	45	15	25	25	0	38	33	48	34	18	31	42	26	23	7	10	23	18	33	
40	9	35	29	57	43	38	0	15	22	4	44	21	62	60	58	44	41	15	20	10	
56	22	48	31	57	48	33	15	0	37	16	33	31	67	50	57	40	33	17	20	6	
18	17	18	34	58	41	48	22	37	0	21	60	18	55	74	61	51	55	28	31	31	
40	6	32	25	52	39	34	4	16	21	0	42	18	58	57	54	40	38	11	16	10	
78	43	61	32	40	43	18	44	33	60	42	0	45	59	16	37	23	8	32	29	35	
33	12	17	15	40	24	31	21	31	18	18	45	0	41	57	42	33	38	16	16	26	
61	53	39	36	21	19	42	62	67	55	58	59	41	0	61	26	36	51	51	47	63	
91	58	71	42	40	48	26	60	50	74	57	16	57	61	0	35	27	19	47	43	52	
73	51	50	29	5	21	23	58	57	61	54	37	42	26	35	0	16	30	43	38	55	
66	38	45	17	18	21	7	44	40	51	40	23	33	36	27	16	0	15	29	24	39	
72	39	54	24	33	35	10	41	33	55	38	8	38	51	19	30	15	0	28	24	33	
46	11	33	15	42	31	23	15	17	28	11	32	16	51	47	43	29	28	0	5	12	
49	15	33	11	37	27	18	20	20	31	16	29	16	47	43	38	24	24	5	0	17	
50	16	42	28	54	44	33	10	6	31	10	35	26	63	52	55	39	33	12	17	0	

