10  150
11	78	94	17	40	29	36	88	64	23	83	67	63	59	92	60	19	5	50	78	29	39	64	38	99	35	13	46	6	12	9	5	93	42	98	54	60	21	42	90	10	7	36	82	28	28	80	15	47	62	70	87	81	93	16	98	68	48	76	38	17	13	89	28	97	38	99	16	57	28	76	88	23	23	93	79	57	83	93	60	19	56	85	86	30	61	13	72	69	65	41	84	89	73	87	21	14	24	53	61	85	8	88	57	6	87	32	57	79	53	63	23	73	88	17	39	9	72	93	64	4	97	98	40	77	41	74	95	36	45	44	60	54	59	8	35	64	7	55	27	80	11	99	97	56	52	15	25	1	93	
73	48	82	48	64	77	95	10	1	28	60	40	85	1	24	23	42	29	8	81	95	21	98	68	92	42	14	29	53	40	47	37	50	63	13	9	86	81	4	12	95	60	83	36	16	87	11	77	74	9	49	95	11	81	23	78	7	82	97	93	38	95	37	52	97	11	11	66	37	56	24	21	61	100	9	53	6	37	83	44	67	11	2	30	92	69	99	33	89	8	60	8	1	17	15	29	65	62	93	91	21	20	24	50	83	20	42	99	52	86	62	85	63	38	86	55	54	60	23	67	61	76	59	29	4	49	81	2	86	51	79	49	67	6	28	53	24	60	91	75	78	84	21	1	80	58	23	30	42	47	
45	56	25	8	54	1	36	48	84	41	67	79	92	97	33	64	13	25	24	24	67	71	38	96	88	35	15	4	37	6	28	36	68	15	59	90	8	61	13	88	30	59	94	12	58	80	8	59	8	2	1	82	84	69	13	5	44	70	44	76	57	24	13	51	49	99	21	77	87	34	81	59	74	11	32	81	7	36	4	71	96	61	51	70	61	41	12	7	23	31	20	37	13	17	26	29	98	4	47	86	61	38	14	65	27	91	23	85	72	90	66	98	14	17	50	89	18	48	73	16	10	81	75	18	39	7	23	26	76	69	49	1	2	81	13	27	52	32	88	86	87	62	64	50	50	28	48	7	80	45	
60	59	47	26	18	15	72	7	90	10	100	71	21	73	84	61	7	80	67	11	26	14	93	60	97	56	48	93	78	56	72	74	69	80	26	12	38	90	54	22	40	67	38	27	31	17	88	67	54	78	41	44	13	62	30	84	93	58	1	50	49	35	26	72	20	39	94	24	100	70	26	45	15	98	13	98	27	15	95	80	40	86	96	87	4	90	44	22	7	16	60	79	47	6	75	61	63	12	49	91	48	47	37	63	83	20	99	83	36	12	89	69	79	89	9	37	34	24	82	57	23	4	25	98	37	100	55	58	78	88	45	79	5	80	36	50	43	65	26	22	62	21	59	95	13	85	8	33	12	56	
97	57	52	12	51	70	63	13	6	70	68	75	87	96	71	93	75	74	19	81	73	95	87	20	95	11	13	88	75	53	28	42	43	87	34	46	47	95	46	3	71	93	70	95	33	92	23	76	10	91	67	31	76	26	72	53	93	57	77	28	47	16	50	4	77	97	36	26	73	15	86	99	95	15	46	85	96	56	20	84	2	49	67	95	23	75	55	28	49	68	31	50	11	83	24	32	60	31	56	91	44	12	60	92	27	14	85	99	40	18	95	38	11	86	31	67	54	45	54	21	64	65	29	16	8	52	72	77	56	23	16	91	27	10	25	39	19	58	8	6	83	49	61	24	3	32	95	57	62	80	
62	73	41	65	56	3	34	66	98	61	31	96	70	97	42	72	13	65	27	8	59	90	98	61	10	95	47	5	27	93	96	63	52	88	88	70	20	3	37	6	81	67	56	66	98	91	63	2	38	57	9	12	16	51	7	4	10	68	15	17	21	14	55	21	77	40	14	78	62	23	16	95	79	47	3	38	8	73	16	46	89	71	26	12	79	5	89	72	9	27	80	67	100	79	92	16	65	64	32	73	49	89	27	95	28	17	50	9	36	58	82	89	34	26	43	40	82	85	74	98	31	22	22	48	13	60	13	57	24	65	59	32	76	38	76	9	43	58	75	64	49	76	93	57	21	8	28	16	82	36	
46	57	81	65	20	41	41	46	79	88	38	11	13	22	65	26	24	83	16	18	61	81	37	75	36	17	73	69	51	53	68	22	42	61	39	39	59	19	90	41	2	97	72	35	18	1	70	23	84	1	19	10	94	29	24	15	49	77	93	26	87	56	54	21	51	67	66	88	27	45	95	65	47	13	67	39	97	19	68	16	22	87	99	14	63	66	57	75	25	84	62	61	12	16	86	27	17	70	100	25	13	73	19	53	34	3	44	86	81	12	69	6	59	10	83	72	59	41	14	47	9	27	39	23	7	20	33	49	36	6	55	26	11	48	54	56	34	76	99	9	1	13	8	11	66	73	77	96	77	94	
100	41	100	36	61	25	54	41	98	13	57	53	28	35	18	6	19	41	73	82	10	4	92	40	48	63	71	27	64	60	16	55	50	81	50	81	43	47	42	45	6	60	83	28	88	59	34	70	62	90	28	11	31	34	92	5	82	12	51	57	5	7	77	46	23	7	63	71	79	34	58	90	15	46	70	90	88	74	60	60	58	100	32	94	93	25	41	9	31	21	39	93	39	42	65	79	11	75	97	59	39	98	96	21	9	43	25	36	55	17	4	80	11	86	68	3	7	73	85	45	42	71	21	4	84	39	86	55	32	55	64	36	73	13	51	76	100	39	11	7	96	96	75	29	54	77	75	50	62	35	
71	95	93	58	34	99	36	35	52	68	30	36	27	34	9	23	23	83	30	37	44	83	95	80	83	96	46	17	43	87	25	38	48	33	86	91	71	30	67	35	77	2	81	19	4	27	54	35	13	61	65	56	90	85	16	6	46	58	75	66	15	8	40	71	72	23	57	98	76	86	31	7	76	30	87	22	65	29	89	21	28	20	4	31	71	73	99	77	81	87	58	1	90	47	31	90	98	19	65	22	46	100	57	87	71	17	77	81	34	93	79	23	74	60	72	12	62	50	63	60	11	41	40	14	16	79	98	18	86	68	99	21	33	45	53	76	85	20	11	43	88	14	62	42	64	70	20	65	90	59	
6	88	59	72	92	10	98	18	21	41	100	4	76	67	41	32	6	38	43	83	76	74	56	29	58	51	12	33	31	71	36	82	3	62	53	21	16	15	92	21	57	12	5	55	42	51	26	16	80	7	75	45	85	54	21	13	62	84	36	20	14	27	32	43	8	44	26	20	40	65	6	84	41	51	71	38	70	77	100	90	17	80	15	31	82	81	19	84	49	42	56	94	7	47	67	8	51	67	10	92	21	15	5	45	88	41	71	60	61	66	25	90	37	19	96	61	38	66	40	97	72	94	97	8	73	58	80	81	43	25	42	51	45	35	3	80	88	31	79	21	46	54	18	91	41	55	59	43	52	36	
1968	3962	4566	5351	6399	461	675	383	4813	559	5348	5938	4830	7411	1880	719	5144	704	946	2897	5559	635	6079	6957	3643	635	350	5961	3393	5639	3847	2585	5402	6642	1947	5444	3908	1647	2588	3490	4934	5527	191	4394	1476	2429	137	3035	1919	6776	645	3262	2927	215	4004	3758	2982	7430	6162	4117	7437	3674	6829	1563	2040	6319	3985	4623	2251	6051	7495	4381	6302	594	5947	4124	4037	2652	3345	3322	3575	1827	181	6928	4321	5544	5705	651	5028	4603	632	455	5250	3305	4165	5156	6912	4480	631	5089	4143	7388	6310	2373	5376	5701	1915	2029	1316	6276	3873	3982	4766	3760	7318	7362	1395	6264	6871	4987	4494	2429	6952	1773	653	2380	4172	5172	1747	5638	2563	6478	5083	6124	6944	5401	2573	6558	3021	7353	4704	3349	3635	1131	4104	3700	5840	2922	942	6219	
0	80	75	33	88	19	47	83	77	66	56	32	23	37	81	13	20	46	2	22	83	30	45	46	66	87	67	51	56	61	49	36	26	11	39	71	51	57	43	61	34	61	68	55	59	50	81	68	47	43	51	60	74	52	50	36	30	68	56	57	84	65	79	57	62	59	46	13	64	86	54	65	20	10	41	75	58	58	62	55	62	43	70	25	51	55	29	68	42	74	41	77	45	24	26	56	95	37	33	22	59	83	88	53	13	29	27	69	87	38	63	71	48	56	82	10	35	59	46	56	68	63	77	41	58	60	65	37	78	21	39	31	87	72	66	45	64	55	91	68	20	39	64	35	56	65	29	92	19	50	61	
80	0	23	57	14	67	50	5	5	28	32	48	63	57	7	66	63	45	77	65	18	58	46	34	23	13	52	31	24	48	37	43	55	69	62	33	31	42	43	44	47	19	13	32	35	38	1	29	39	39	34	31	11	44	42	44	50	13	31	23	20	42	5	57	42	24	49	70	42	11	49	46	60	69	44	13	46	23	17	42	21	39	63	55	58	43	53	13	40	10	39	23	50	56	55	23	17	50	48	58	53	8	10	49	70	51	63	12	7	48	43	36	43	57	14	71	60	29	42	30	43	27	30	56	37	33	48	63	12	62	53	52	13	8	49	37	60	38	18	45	60	48	56	49	27	41	54	12	61	33	52	
75	23	0	45	37	67	59	21	26	9	19	44	65	63	30	62	62	54	72	66	40	47	54	37	39	36	68	38	23	27	44	42	49	65	69	11	38	55	48	23	41	21	25	42	48	47	22	8	28	44	43	44	31	55	52	40	44	17	42	28	42	20	17	70	21	18	58	68	58	33	61	62	57	65	34	9	59	20	22	54	16	44	79	52	68	55	54	27	32	13	35	44	35	51	56	28	39	39	41	56	67	31	32	60	63	51	66	17	24	53	58	54	52	69	37	65	66	15	50	18	21	12	50	64	19	16	26	69	34	54	40	55	36	22	27	30	75	50	41	62	57	36	71	53	20	57	46	31	59	25	67	
33	57	45	0	68	34	49	59	56	36	26	19	35	44	60	23	30	44	31	35	67	3	44	32	52	67	68	39	33	28	40	23	12	25	49	39	38	54	37	28	15	38	47	45	51	43	57	37	18	34	42	50	56	50	46	18	15	44	46	38	68	32	55	62	29	33	47	32	61	66	55	63	23	25	13	48	57	33	40	51	36	34	75	21	57	52	29	49	17	49	21	63	12	18	29	37	74	7	12	25	62	63	67	54	20	26	38	44	63	36	60	64	44	61	64	23	44	30	41	28	35	34	66	47	26	29	32	48	60	12	6	32	67	50	33	21	69	49	72	66	23	9	67	34	30	60	7	69	25	23	62	
88	14	37	68	0	73	51	16	12	42	45	57	69	60	8	75	69	47	85	70	8	69	49	41	23	1	48	36	35	62	41	51	65	77	65	47	37	41	47	58	57	30	21	34	35	41	14	43	51	45	38	31	13	44	43	54	59	25	33	31	9	56	19	55	56	37	51	77	39	3	48	43	67	77	56	27	44	35	28	42	33	45	58	63	57	42	59	20	51	24	49	17	63	64	62	32	7	61	59	65	51	6	5	48	79	58	67	25	15	53	40	31	45	55	6	80	63	43	46	42	57	41	23	58	51	47	62	65	10	72	65	58	1	18	63	47	57	38	4	41	67	60	53	55	39	38	65	11	69	45	50	
19	67	67	34	73	0	28	71	64	60	50	23	4	18	67	13	5	28	17	3	67	31	26	33	50	72	48	36	45	60	32	25	22	12	20	66	36	39	26	59	27	49	54	38	41	33	68	62	42	28	35	43	60	34	32	28	24	56	40	44	68	62	68	38	60	49	27	6	46	72	35	46	11	13	37	65	39	48	50	36	52	28	51	16	32	37	14	54	36	63	32	60	44	17	11	43	80	36	28	11	40	69	74	34	20	16	8	57	74	20	44	53	30	37	67	18	16	53	28	49	66	56	59	22	54	55	64	18	63	23	39	15	72	59	65	37	45	38	75	49	11	37	45	18	47	46	28	78	9	43	41	
47	50	59	49	51	28	0	55	45	55	48	29	24	10	47	38	27	5	45	25	44	47	5	23	27	49	20	20	37	65	14	26	37	38	13	63	21	11	12	62	34	38	38	18	16	12	51	57	44	17	16	19	39	6	8	32	34	43	19	31	44	64	53	13	62	42	2	34	17	51	7	17	31	39	43	53	10	40	37	9	43	17	26	29	9	9	21	37	38	50	32	35	53	32	23	31	58	45	37	28	13	48	53	6	45	23	21	44	57	12	16	25	7	12	44	44	14	49	9	45	67	51	32	7	55	53	68	15	41	42	51	18	49	43	69	36	20	12	52	21	31	46	18	15	42	18	42	59	31	41	14	
83	5	21	59	16	71	55	0	10	27	33	51	68	62	11	70	67	50	81	69	21	60	51	38	28	16	57	36	27	47	41	47	58	72	67	32	36	47	47	43	50	22	17	37	40	43	4	28	41	44	39	36	16	49	47	47	53	15	36	27	24	41	4	62	41	26	54	74	47	13	54	51	63	73	46	12	51	26	21	47	22	44	68	58	63	48	57	18	43	10	42	28	51	59	59	27	18	52	51	62	58	12	11	54	73	55	67	14	3	53	48	41	48	62	18	74	65	30	47	31	42	27	34	61	37	33	47	68	17	65	55	57	16	12	48	39	65	43	20	50	63	50	61	54	29	46	57	10	65	35	58	
77	5	26	56	12	64	45	10	0	30	33	45	60	53	4	64	59	41	75	61	13	57	42	31	18	11	47	27	23	50	32	41	54	66	58	36	28	37	39	46	45	17	9	27	30	33	6	31	39	36	30	26	6	39	37	42	48	13	26	20	16	44	10	52	44	24	44	67	37	9	44	41	57	67	43	17	41	23	16	37	21	36	57	52	53	38	49	9	39	13	37	18	50	53	52	21	18	49	47	55	48	6	10	44	68	48	59	13	12	44	37	30	38	52	10	69	56	31	38	30	46	29	25	52	39	35	50	58	7	60	53	49	11	6	51	35	55	33	16	40	57	47	51	46	27	36	53	14	59	33	47	
