5  100
3	72	89	91	14	27	73	44	68	44	39	29	57	64	65	62	40	42	33	89	39	77	17	46	32	32	62	25	5	11	38	32	51	58	93	34	83	34	86	73	60	57	30	59	74	51	14	100	7	82	45	2	10	38	79	88	8	34	69	55	75	82	16	47	100	18	43	36	81	36	73	10	55	98	38	41	20	88	5	46	53	74	30	10	66	41	38	79	22	68	43	3	43	5	89	21	35	23	51	89	
60	1	52	19	78	13	47	50	2	80	42	11	71	67	68	93	91	55	8	99	57	7	87	79	99	38	7	30	56	97	69	60	37	1	34	95	70	2	82	35	90	39	20	34	68	61	82	9	35	54	96	56	15	78	47	74	98	44	11	77	79	19	88	99	96	11	19	62	90	18	8	27	23	77	25	82	68	10	34	94	15	13	96	88	8	61	9	57	59	86	32	94	35	17	43	29	86	9	100	69	
9	69	30	31	3	9	35	50	11	22	29	64	12	13	96	59	70	88	98	74	69	33	91	38	71	77	7	54	21	75	58	96	17	13	97	35	99	56	16	62	51	57	9	9	75	36	74	62	44	46	82	50	79	55	2	99	51	34	95	56	83	94	65	49	18	62	93	2	45	40	26	69	59	29	62	2	16	67	96	18	95	73	67	86	5	26	67	91	53	79	61	95	16	53	86	64	31	84	48	73	
41	86	13	51	21	2	10	90	14	95	23	76	98	62	2	65	30	23	80	58	70	55	2	8	33	42	74	3	92	97	30	67	52	23	17	15	39	99	22	100	13	12	2	14	47	59	76	44	4	26	26	72	12	59	54	11	11	55	74	59	51	72	47	84	10	83	67	97	30	90	2	38	23	14	74	36	52	63	18	62	39	19	79	33	4	39	94	98	92	89	20	50	76	34	49	99	11	100	84	62	
28	3	99	87	21	98	70	77	36	23	97	32	15	89	6	69	88	98	39	43	85	42	39	25	48	63	27	67	17	13	79	2	80	16	1	8	46	66	10	98	40	47	25	49	77	24	62	36	19	91	48	93	64	19	47	58	66	89	12	19	57	62	52	36	52	61	35	40	7	22	6	88	19	91	53	83	36	17	95	18	71	28	19	80	68	25	51	54	42	97	74	67	23	92	97	13	23	24	72	1	
3739	3639	3044	3329	2212	3299	3595	4210	3422	3246	2087	1411	1464	3481	4615	411	187	3403	2422	2252	382	1267	1354	4886	3793	2551	4808	504	4427	2112	1054	4281	4420	1545	3365	3919	184	1873	772	4039	847	3294	1536	337	4897	1599	2410	3117	2019	3105	1425	4502	266	3142	1127	3991	2002	4409	1191	1535	3017	435	1604	3463	2594	446	479	4898	4893	1094	2749	3903	4363	1128	4001	1095	4855	4083	345	346	797	1106	3448	3927	4765	2747	2693	2869	284	2925	2118	433	3222	3320	4800	174	1694	1180	3012	1425	
0	50	72	25	43	41	67	71	69	47	38	69	57	39	47	37	41	73	77	74	42	67	53	22	7	38	11	35	57	85	80	61	77	69	49	34	65	80	44	64	61	40	73	68	15	55	59	48	55	54	71	70	66	21	24	58	6	51	45	80	56	50	57	41	57	79	27	71	57	79	70	73	70	92	29	26	85	37	94	38	57	64	77	63	66	76	46	38	23	72	34	37	92	70	62	52	53	46	94	56	34	
50	0	29	32	30	24	24	50	19	19	13	31	37	12	38	14	15	25	36	26	18	30	25	32	43	14	42	25	29	36	33	40	36	26	23	19	34	32	16	42	25	10	26	36	38	5	31	33	34	33	28	45	16	35	25	12	43	7	32	34	27	12	9	8	14	31	23	38	36	37	30	30	47	43	28	26	35	19	44	29	36	14	31	37	24	36	4	21	34	23	16	13	42	19	39	29	22	7	44	15	17	
72	29	0	60	34	33	43	33	17	25	35	51	28	41	38	36	44	34	7	35	30	51	52	59	66	34	62	38	54	36	9	29	7	3	25	48	18	39	45	29	13	35	7	58	63	24	56	62	27	27	43	69	18	52	48	17	66	23	60	43	53	22	30	34	15	36	49	17	63	8	6	45	30	26	44	53	32	48	31	58	62	17	6	62	5	8	30	34	51	17	38	41	28	19	64	25	49	36	31	16	45	
25	32	60	0	42	37	43	70	51	39	26	44	55	19	49	25	19	51	66	52	34	42	28	3	18	27	25	31	32	63	66	59	66	56	42	12	59	57	21	62	52	24	58	42	10	37	33	23	53	52	47	45	48	27	17	43	20	36	20	57	31	38	36	25	44	57	12	65	32	67	60	49	68	74	28	7	64	14	75	13	32	47	63	38	54	66	30	32	28	55	23	18	74	51	37	48	28	26	75	44	14	
43	30	34	42	0	6	55	28	40	12	20	62	14	32	8	20	37	54	36	55	12	60	53	40	40	19	32	10	57	62	44	18	36	31	9	36	22	61	41	21	21	25	38	66	40	31	59	57	12	11	58	74	38	22	25	28	39	24	54	63	55	20	39	26	24	59	30	28	63	38	30	60	27	59	15	35	59	38	63	48	62	36	40	65	29	35	26	11	20	43	21	30	60	42	66	9	50	34	63	22	32	
41	24	33	37	6	0	49	33	36	8	14	55	18	26	14	14	31	49	36	50	6	54	46	35	36	12	30	6	50	57	42	22	36	30	8	30	24	56	35	25	20	19	36	59	36	26	53	50	16	15	52	67	34	20	20	24	35	19	48	58	49	15	33	19	21	54	24	30	56	38	30	54	31	57	11	30	55	31	60	42	56	32	38	59	27	35	20	5	18	39	15	24	58	38	60	12	44	27	60	19	26	
67	24	43	43	55	49	0	72	25	43	37	8	60	28	62	38	25	12	50	12	43	8	17	45	59	38	62	49	16	22	42	63	50	41	47	32	55	15	22	64	45	32	36	16	52	24	17	29	57	57	4	27	25	57	45	30	60	31	29	14	16	35	16	31	35	16	40	57	25	50	47	6	69	41	52	40	25	29	39	32	24	25	41	21	41	51	28	45	57	27	39	31	39	23	24	53	15	23	39	36	33	
71	50	33	70	28	33	72	0	49	32	46	80	14	57	24	46	62	66	30	67	36	79	75	68	68	44	60	39	79	70	42	10	30	33	28	62	17	72	65	8	26	50	41	86	69	48	81	82	17	18	74	96	48	50	53	41	67	42	79	75	77	38	56	49	37	69	58	17	86	32	27	76	3	59	43	63	66	64	64	74	86	47	39	87	32	28	48	38	48	50	47	55	61	51	89	22	73	56	64	35	59	
69	19	17	51	40	36	25	49	0	28	31	34	40	31	47	32	32	17	25	18	31	34	37	51	62	31	61	39	38	22	17	42	25	16	31	38	32	22	32	43	23	29	11	41	57	14	40	48	38	38	26	52	2	52	44	12	62	18	47	25	37	21	16	27	16	20	42	33	47	24	22	27	46	23	44	45	19	37	25	46	46	5	16	45	17	26	22	35	51	3	34	33	23	2	48	35	34	25	25	18	37	
