5  50
84	92	47	37	84	84	24	44	27	13	11	29	64	59	20	22	40	22	82	93	8	9	39	84	94	42	80	10	52	2	76	74	89	72	8	79	85	97	58	90	78	22	47	18	59	33	83	89	45	55	
25	72	52	34	9	6	62	53	40	38	97	22	13	80	90	80	48	5	71	44	11	2	55	67	12	97	52	11	37	65	85	13	17	37	34	51	88	34	1	83	44	23	3	70	34	29	85	41	11	10	
81	36	81	11	95	72	66	12	29	61	9	92	52	36	59	12	12	8	59	51	91	19	61	87	26	2	99	65	65	12	54	42	95	59	33	49	21	86	84	62	17	26	92	17	33	94	67	71	85	32	
69	40	2	74	72	5	64	50	33	35	10	76	54	3	32	78	96	54	50	87	57	100	83	29	44	89	4	85	74	42	95	26	28	89	94	91	77	8	55	25	28	92	92	44	99	49	53	37	66	65	
88	81	91	32	37	69	89	63	31	34	28	7	22	74	16	91	21	40	89	77	76	18	40	90	71	57	96	86	60	58	2	25	32	3	8	16	25	25	17	93	70	96	91	1	87	35	76	39	22	19	
1016	1220	1220	2390	2301	2148	67	2047	1639	1917	2319	980	801	1980	1716	378	1188	1617	989	1369	2100	997	1753	1318	1129	297	1328	1229	440	782	838	1359	1848	257	774	134	1816	1051	639	413	1128	882	916	1448	1162	1922	1921	177	1511	1062	
0	69	89	54	50	63	52	82	55	25	24	52	52	53	7	44	11	39	47	55	24	70	58	85	47	8	79	3	79	50	68	32	54	33	35	65	40	74	36	40	94	27	72	51	73	46	73	53	47	53	78	
69	0	58	15	60	51	17	52	77	50	61	17	60	82	62	54	58	34	74	27	49	52	81	55	29	67	44	67	44	25	86	39	58	36	64	64	38	72	34	30	61	67	53	18	29	70	23	43	25	59	55	
89	58	0	57	43	25	55	6	53	63	66	55	41	61	83	46	81	54	57	41	65	19	56	3	48	82	14	85	14	48	54	61	38	68	59	31	50	31	59	59	5	67	17	60	29	55	35	35	52	39	11	
54	15	57	0	49	43	2	51	65	35	46	2	50	70	47	42	43	20	61	18	34	46	70	54	16	52	43	52	43	13	76	24	48	21	50	55	25	65	19	15	61	52	48	3	30	58	25	33	11	48	52	
50	60	43	49	0	18	46	38	17	29	26	46	2	23	46	8	45	31	16	32	31	24	21	40	32	42	39	46	39	36	27	33	4	44	16	15	25	24	36	39	48	25	26	48	43	13	46	17	38	3	32	
63	51	25	43	18	0	41	20	32	39	41	41	17	40	58	20	56	33	34	25	40	6	36	22	30	56	21	60	21	31	38	38	14	47	33	13	27	21	38	40	30	42	8	45	27	31	32	12	35	15	14	
52	17	55	2	46	41	0	49	62	32	43	0	47	67	45	39	41	17	58	16	32	44	67	52	13	50	42	50	42	10	73	22	45	20	48	53	22	62	17	13	59	50	46	4	29	55	25	30	8	46	50	
82	52	6	51	38	20	49	0	50	57	60	49	36	58	77	40	74	47	53	34	58	13	53	3	42	75	8	79	8	41	51	54	33	61	53	28	43	29	52	52	11	62	12	53	23	50	30	29	46	34	7	
55	77	53	65	17	32	62	50	0	40	33	62	17	8	54	23	54	47	8	50	42	37	4	51	49	47	53	52	53	53	13	47	19	58	21	22	41	25	51	54	58	28	38	65	59	10	63	34	54	18	43	
25	50	63	35	29	39	32	57	40	0	11	32	31	41	19	21	17	16	33	30	2	45	44	60	23	19	54	22	54	27	53	10	31	19	20	43	15	53	15	20	68	18	47	32	48	30	48	28	25	31	53	
24	61	66	46	26	41	43	60	33	11	0	43	28	32	21	20	21	26	25	39	12	47	36	63	33	16	59	20	59	37	46	22	30	30	12	41	24	50	27	31	71	7	49	44	56	23	57	32	35	29	55	
52	17	55	2	46	41	0	49	62	32	43	0	47	67	45	39	41	17	58	16	32	44	67	52	13	50	42	50	42	10	73	22	45	20	48	53	22	62	17	13	59	50	46	4	29	55	25	30	8	46	50	
52	60	41	50	2	17	47	36	17	31	28	47	0	23	49	10	47	33	17	33	33	22	21	38	33	44	38	49	38	37	26	35	3	45	18	13	26	22	37	40	46	27	24	49	42	14	46	18	39	2	30	
53	82	61	70	23	40	67	58	8	41	32	67	23	0	52	28	52	50	8	55	43	45	7	59	54	45	61	50	61	57	16	50	26	60	21	30	45	33	54	58	66	26	46	69	66	12	70	41	58	25	51	
7	62	83	47	46	58	45	77	54	19	21	45	49	52	0	39	4	32	46	48	18	65	57	80	40	8	73	5	73	43	67	25	50	26	33	61	34	71	29	32	88	26	67	44	67	44	66	48	40	49	73	
44	54	46	42	8	20	39	40	23	21	20	39	10	28	39	0	38	24	19	27	23	27	27	43	26	36	40	40	40	29	34	25	10	36	13	22	18	31	28	31	51	21	29	41	41	16	43	15	31	10	35	
11	58	81	43	45	56	41	74	54	17	21	41	47	52	4	38	0	29	46	44	15	62	57	77	36	11	70	9	70	39	67	21	48	22	33	60	31	69	26	29	85	26	64	40	63	44	62	45	36	48	71	
39	34	54	20	31	33	17	47	47	16	26	17	33	50	32	24	29	0	42	15	16	38	51	51	7	34	42	36	42	11	59	7	32	14	30	42	6	52	5	7	59	32	40	18	34	38	33	21	9	32	45	
47	74	57	61	16	34	58	53	8	33	25	58	17	8	46	19	46	42	0	47	35	39	11	54	45	39	55	44	55	49	21	41	20	51	13	26	36	31	45	49	62	20	40	60	59	3	62	33	50	19	46	
55	27	41	18	32	25	16	34	50	30	39	16	33	55	48	27	44	15	47	0	31	28	54	37	8	49	28	51	28	7	59	23	31	28	39	37	15	46	19	18	45	44	30	20	18	43	18	15	11	31	34	
24	49	65	34	31	40	32	58	42	2	12	32	33	43	18	23	15	16	35	31	0	46	46	61	23	18	55	21	55	27	55	10	33	17	21	45	16	55	15	19	70	19	49	32	49	32	49	29	25	33	55	
70	52	19	46	24	6	44	13	37	45	47	44	22	45	65	27	62	38	39	28	46	0	40	16	34	62	16	66	16	35	40	44	19	52	39	15	33	21	43	44	24	48	2	48	26	36	31	17	39	20	8	
58	81	56	70	21	36	67	53	4	44	36	67	21	7	57	27	57	51	11	54	46	40	0	54	53	50	56	55	56	57	10	51	23	62	24	25	45	26	55	59	60	31	41	69	63	13	67	39	58	22	46	
