10  20
26	100	95	33	88	67	98	34	90	28	36	83	84	52	97	81	14	91	1	87	
92	86	45	2	15	23	2	65	13	95	89	81	57	99	48	90	96	22	39	85	
70	41	12	21	47	96	50	95	47	52	42	45	3	20	81	59	98	51	50	30	
66	63	97	52	61	27	47	95	1	68	55	50	86	3	59	89	95	75	33	17	
71	12	90	82	79	53	39	2	70	87	57	75	14	44	65	51	56	66	80	11	
38	25	20	34	52	100	44	11	73	76	11	76	19	87	15	12	2	64	2	9	
13	6	21	26	1	37	17	34	96	71	99	3	34	37	23	93	22	97	99	17	
19	13	65	54	69	75	53	53	45	63	65	16	51	61	9	14	57	73	90	11	
79	79	24	42	7	77	69	37	89	36	20	40	60	30	90	89	37	50	5	25	
68	88	43	8	50	83	49	75	5	7	38	45	41	3	39	98	63	47	79	31	
889	413	734	200	170	961	981	700	814	655	403	557	293	85	643	294	173	838	414	469	
0	81	39	64	58	60	24	81	57	62	64	68	78	70	28	71	90	72	32	13	57	
81	0	42	21	24	26	68	31	25	40	37	47	33	59	58	33	17	37	51	74	24	
39	42	0	25	21	25	31	49	19	31	36	45	47	53	17	41	53	44	9	34	17	
64	21	25	0	19	24	56	43	19	21	39	51	43	62	38	40	37	44	32	59	9	
58	24	21	19	0	6	43	29	1	37	21	33	28	43	38	23	32	27	30	50	11	
60	26	25	24	6	0	43	23	7	43	15	27	22	37	43	17	30	20	35	51	17	
24	68	31	56	43	43	0	60	42	62	43	45	57	45	32	50	73	50	30	11	47	
81	31	49	43	29	23	60	0	30	64	17	22	4	32	66	10	20	11	58	70	39	
57	25	19	19	1	7	42	30	0	37	21	33	29	43	37	24	33	27	29	49	10	
62	40	31	21	37	43	62	64	37	0	58	70	64	79	34	60	57	64	31	61	26	
64	37	36	39	21	15	43	17	21	58	0	12	14	22	52	7	34	8	45	53	32	
68	47	45	51	33	27	45	22	33	70	12	0	18	11	61	14	42	11	54	56	44	
78	33	47	43	28	22	57	4	29	64	14	18	0	28	64	6	24	7	56	67	38	
70	59	53	62	43	37	45	32	43	79	22	11	28	0	66	25	52	21	60	57	54	
28	58	17	38	38	43	32	66	37	34	52	61	64	66	0	58	70	60	7	29	33	
71	33	41	40	23	17	50	10	24	60	7	14	6	25	58	0	28	4	50	60	34	
90	17	53	37	32	30	73	20	33	57	34	42	24	52	70	28	0	31	62	82	37	
72	37	44	44	27	20	50	11	27	64	8	11	7	21	60	4	31	0	53	61	38	
32	51	9	32	30	35	30	58	29	31	45	54	56	60	7	50	62	53	0	30	26	
13	74	34	59	50	51	11	70	49	61	53	56	67	57	29	60	82	61	30	0	51	
57	24	17	9	11	17	47	39	10	26	32	44	38	54	33	34	37	38	26	51	0	

