10  50
85	1	55	15	32	36	61	33	45	50	90	35	72	82	35	56	5	9	39	96	11	83	47	69	44	95	72	23	54	64	97	41	45	83	97	93	73	17	1	57	61	99	82	65	5	98	94	5	48	24	
40	25	14	36	98	76	56	13	77	43	21	64	48	84	91	26	1	50	89	46	85	89	28	67	91	14	73	34	8	35	100	42	39	39	33	25	92	8	33	26	41	73	11	35	64	93	60	42	59	31	
67	86	46	56	89	55	45	21	81	7	57	33	31	77	22	98	14	40	82	31	98	83	34	18	35	69	95	40	57	43	56	10	9	55	57	65	51	63	63	56	46	83	63	61	80	42	70	91	15	24	
61	90	44	38	23	11	20	11	34	78	51	46	65	90	33	23	32	99	88	98	55	15	4	84	85	60	47	58	51	34	15	75	64	8	25	48	62	12	7	59	10	36	77	73	52	1	74	14	25	20	
37	67	20	24	5	85	27	49	100	45	26	72	3	43	65	86	63	72	95	10	56	63	97	24	35	45	72	1	80	4	31	68	5	82	49	35	14	12	31	26	73	28	46	76	87	32	79	3	46	75	
59	23	40	28	7	26	92	90	71	78	17	23	86	63	60	57	24	29	14	47	80	64	65	35	52	48	90	96	62	17	27	21	81	96	48	10	94	8	79	35	86	46	65	54	65	99	40	10	16	17	
100	23	98	19	41	96	76	17	51	47	11	64	24	81	77	2	85	20	52	12	94	16	44	48	21	34	86	52	44	63	88	35	86	27	49	21	30	47	41	38	24	46	63	56	21	26	56	42	71	21	
17	59	1	65	63	55	97	51	7	75	41	38	92	49	1	99	39	81	30	25	60	99	78	10	95	85	69	32	16	46	43	31	62	47	27	24	52	66	20	47	24	98	62	64	74	52	87	32	13	85	
100	69	38	11	99	7	26	22	82	78	46	73	53	18	5	53	68	33	10	9	33	19	77	29	7	69	66	67	6	72	57	100	70	23	67	16	88	59	15	14	42	45	26	7	68	5	2	32	83	37	
27	38	95	14	46	57	38	88	95	43	31	19	100	71	30	33	35	84	61	41	62	88	96	19	26	63	70	68	51	18	97	85	83	37	81	34	49	46	86	58	75	58	54	24	7	19	40	50	16	12	
1296	2057	182	1183	1406	2174	223	2066	1499	934	2196	564	104	739	1252	499	2024	895	1230	1010	1154	435	375	497	2047	2361	2201	1110	636	698	1939	672	185	1593	749	1847	2470	1038	562	939	1256	2303	2326	820	1417	558	2207	578	2495	620	
0	63	73	55	49	48	60	31	65	79	64	77	67	87	71	67	39	42	55	86	67	63	37	67	65	68	63	73	45	62	41	76	60	88	52	24	57	31	30	38	51	41	62	29	83	62	77	61	49	75	50	
63	0	11	55	27	27	15	37	49	34	15	19	21	26	26	43	25	34	11	24	25	26	26	20	22	37	21	26	20	7	25	13	18	27	29	40	41	53	53	47	19	30	19	44	28	13	13	37	14	16	21	
73	11	0	56	38	38	17	44	48	27	24	9	29	15	20	40	36	39	22	13	21	35	36	17	19	34	30	19	31	11	36	3	19	16	39	50	41	59	59	52	30	41	29	51	18	14	7	36	24	18	26	
55	55	56	0	66	65	40	31	13	41	67	54	74	64	40	21	52	24	57	66	36	75	47	40	37	26	71	42	55	48	56	59	37	63	70	52	15	24	25	17	61	61	70	28	53	43	64	21	47	71	34	
49	27	38	66	0	1	37	37	66	60	18	47	18	52	51	62	15	42	16	50	48	14	20	45	45	58	14	52	11	32	10	40	39	54	3	25	56	53	53	52	8	8	14	43	55	37	38	55	22	31	35	
48	27	38	65	1	0	37	36	66	60	19	47	19	53	51	62	14	41	16	50	48	15	19	45	45	58	15	52	11	32	10	40	39	54	4	24	56	52	52	51	8	7	15	43	55	37	38	55	21	31	34	
60	15	17	40	37	37	0	29	34	23	30	18	37	28	14	27	28	22	22	29	11	40	26	8	8	22	35	15	27	8	31	20	2	28	40	40	25	42	42	35	29	37	34	35	23	3	24	22	16	31	10	
31	37	44	31	37	36	29	0	37	47	44	48	49	58	40	37	22	11	33	58	35	48	17	36	33	37	46	42	27	33	26	48	29	58	41	20	28	16	16	15	34	31	44	7	52	32	50	31	24	53	19	
65	49	48	13	66	66	34	37	0	29	64	44	70	53	29	9	53	26	54	56	26	73	49	31	29	15	68	31	55	42	57	51	31	52	69	57	9	34	35	26	60	63	67	36	42	36	56	12	45	65	31	
