10  20
13	23	50	85	28	5	47	84	83	5	93	86	28	14	44	89	11	13	21	65	
60	46	76	76	91	93	15	6	83	78	45	50	76	73	30	38	41	1	25	63	
89	30	81	68	50	44	79	60	98	77	94	32	56	18	44	28	48	54	21	54	
46	65	72	66	59	40	12	25	31	24	41	69	86	71	56	83	83	7	19	14	
38	76	79	15	43	88	100	69	71	21	8	68	83	8	94	10	26	66	95	75	
37	85	88	52	44	39	10	86	89	44	61	89	38	16	82	21	31	56	69	52	
25	18	23	31	76	88	89	72	27	21	93	70	37	72	21	68	27	74	46	84	
68	77	64	30	94	31	26	8	68	99	41	33	68	1	30	75	46	68	100	47	
4	5	36	46	51	55	64	73	86	43	88	40	62	6	54	82	95	83	48	87	
42	76	71	71	47	51	9	89	54	85	37	32	91	43	69	90	38	79	4	29	
649	464	720	678	559	128	280	935	208	648	57	286	859	241	799	321	55	780	553	177	
0	22	75	65	33	48	70	53	60	81	49	86	76	72	89	50	34	71	35	52	12	
22	0	55	52	17	26	60	38	41	69	44	72	67	64	75	34	20	54	26	32	21	
75	55	0	28	41	36	39	26	15	37	50	30	44	45	32	27	41	12	45	24	67	
65	52	28	0	35	46	12	15	24	17	25	20	18	17	23	19	32	16	30	31	54	
33	17	41	35	0	23	44	21	26	52	31	55	51	48	58	17	4	38	12	19	25	
48	26	36	46	23	0	58	32	25	63	52	61	65	63	64	29	27	40	35	16	45	
70	60	39	12	44	58	0	25	36	11	24	21	7	5	23	29	40	27	36	42	58	
53	38	26	15	21	32	25	0	14	32	25	33	32	30	36	4	19	18	20	17	43	
60	41	15	24	26	25	36	14	0	39	39	36	42	41	39	14	26	15	31	9	52	
81	69	37	17	52	63	11	32	39	0	35	12	10	13	13	36	49	26	46	47	69	
49	44	50	25	31	52	24	25	39	35	0	44	28	24	46	26	26	40	18	40	36	
86	72	30	20	55	61	21	33	36	12	44	0	22	25	3	37	52	21	51	45	75	
76	67	44	18	51	65	7	32	42	10	28	22	0	4	23	36	47	32	42	49	64	
72	64	45	17	48	63	5	30	41	13	24	25	4	0	26	34	44	32	38	47	60	
89	75	32	23	58	64	23	36	39	13	46	3	23	26	0	40	55	24	54	48	77	
50	34	27	19	17	29	29	4	14	36	26	37	36	34	40	0	15	21	17	14	40	
34	20	41	32	4	27	40	19	26	49	26	52	47	44	55	15	0	36	8	21	25	
71	54	12	16	38	40	27	18	15	26	40	21	32	32	24	21	36	0	38	25	61	
35	26	45	30	12	35	36	20	31	46	18	51	42	38	54	17	8	38	0	27	24	
52	32	24	31	19	16	42	17	9	47	40	45	49	47	48	14	21	25	27	0	45	
12	21	67	54	25	45	58	43	52	69	36	75	64	60	77	40	25	61	24	45	0	

