10  50
96	12	64	14	80	87	57	92	32	86	28	67	72	2	100	13	91	53	98	71	71	33	50	55	12	56	40	18	16	8	84	17	29	29	71	19	6	39	32	93	89	17	82	16	56	57	90	50	47	13	
33	13	14	49	88	5	10	7	6	8	46	17	31	23	55	48	18	55	78	43	91	27	3	17	4	19	1	73	67	15	54	14	56	59	45	4	10	98	93	55	23	16	6	93	9	40	45	86	84	14	
44	75	31	22	10	5	72	73	35	89	39	7	42	99	64	41	95	25	60	28	5	93	38	29	57	78	20	82	84	11	88	65	21	13	42	36	61	49	100	55	53	47	6	53	51	63	96	67	62	44	
71	17	5	67	37	14	26	14	59	89	73	45	87	56	89	38	4	57	24	72	45	21	15	92	58	8	42	55	32	25	11	92	70	16	70	77	47	13	6	49	12	32	28	63	83	15	95	36	86	96	
82	50	5	4	46	72	75	56	88	75	91	79	71	6	70	1	90	75	35	50	55	31	55	7	82	94	14	44	51	96	51	97	34	13	17	14	38	38	29	9	80	80	34	72	37	26	80	79	71	66	
10	25	97	14	53	41	82	19	63	26	36	7	49	30	93	41	61	41	47	45	80	6	24	77	62	27	70	95	96	85	35	10	20	15	22	53	65	87	93	72	50	21	92	64	22	93	91	71	54	53	
96	51	82	15	40	27	17	42	96	59	5	81	21	17	56	79	86	9	36	28	93	41	37	69	30	65	5	13	71	91	58	96	73	16	77	33	66	44	82	95	8	66	85	57	81	54	46	50	9	42	
7	73	77	66	29	86	24	10	19	44	97	43	72	92	32	3	99	83	55	96	79	43	62	68	5	32	85	38	63	41	77	19	6	60	55	43	66	66	14	2	79	69	43	21	38	44	92	80	73	18	
73	2	72	18	83	22	25	54	16	40	17	43	44	8	52	56	54	17	35	84	6	49	90	99	4	72	36	32	38	17	12	18	6	38	66	34	59	84	95	96	76	85	60	25	26	80	55	56	15	89	
59	89	73	61	47	73	86	99	90	15	21	87	23	92	53	28	5	80	45	17	55	62	80	50	85	35	7	11	17	81	95	11	4	11	51	50	36	58	13	54	63	27	56	66	2	76	28	53	76	24	
1510	2109	923	2065	1498	1658	634	2440	939	1926	729	2085	1679	2279	1881	1449	1110	829	879	1226	660	1149	1442	2112	702	876	912	884	1584	1186	118	354	2267	1388	1534	482	1553	444	1338	451	753	1524	1792	1047	523	2204	518	382	515	712	
0	6	51	77	30	64	57	62	76	71	51	12	91	42	61	63	73	75	39	37	39	69	52	78	38	49	60	41	61	22	31	53	44	13	50	31	25	23	76	55	63	74	75	47	55	29	21	51	79	69	52	
6	0	45	72	25	62	51	56	71	70	45	11	86	36	56	57	67	72	33	31	35	64	46	74	33	46	55	35	60	17	25	52	38	7	44	26	19	18	71	52	58	70	70	46	51	23	20	45	73	63	51	
51	45	0	39	26	60	7	12	41	73	12	46	51	10	20	17	22	57	15	14	26	23	7	49	18	47	28	16	59	32	20	55	8	38	8	21	27	28	36	47	26	43	36	51	41	22	47	3	34	24	55	
77	72	39	0	46	42	41	29	3	56	30	66	15	41	19	50	34	29	53	46	37	18	46	13	39	41	16	54	44	55	54	46	38	64	47	47	53	54	5	35	14	8	3	46	30	51	62	42	13	16	48	
30	25	26	46	0	44	33	34	46	55	21	21	61	16	31	43	47	49	23	14	9	40	31	49	9	28	30	26	42	8	17	35	18	17	29	7	8	9	46	32	33	44	44	30	29	9	21	28	48	39	35	
64	62	60	42	44	0	65	58	39	14	48	51	54	53	47	77	69	18	65	55	36	54	67	33	45	16	36	68	2	49	60	10	53	56	67	50	51	52	46	13	42	34	43	16	18	53	43	63	55	51	12	
57	51	7	41	33	65	0	12	43	79	17	53	51	17	22	11	17	61	19	21	33	23	6	51	25	54	32	19	65	39	26	61	15	45	8	28	34	35	37	53	28	45	38	58	47	29	54	6	33	25	62	
62	56	12	29	34	58	12	0	31	72	13	55	39	20	11	21	13	51	28	25	30	11	17	40	25	48	22	28	58	41	32	55	17	49	19	30	37	38	25	45	17	34	26	52	40	33	55	14	21	13	56	
76	71	41	3	46	39	43	31	0	53	31	65	16	42	21	53	37	25	54	47	36	21	48	10	39	39	15	56	41	54	55	43	39	63	49	47	53	54	8	32	15	5	5	43	27	51	61	44	17	18	45	
71	70	73	56	55	14	79	72	53	0	62	59	66	66	61	91	84	29	77	68	49	68	81	45	57	27	50	80	14	59	72	19	66	64	80	62	62	63	60	26	56	47	57	25	32	65	50	76	69	65	19	
51	45	12	30	21	48	17	13	31	62	0	43	43	11	11	29	26	45	23	16	17	18	19	38	12	36	17	25	48	29	24	44	8	38	19	19	26	27	27	35	15	32	27	40	29	22	42	15	28	18	45	
12	11	46	66	21	51	53	55	65	59	43	0	81	36	53	60	67	63	37	32	29	61	49	67	30	36	50	39	49	14	28	41	38	9	47	25	19	18	66	43	54	63	65	35	43	24	9	47	70	60	40	
91	86	51	15	61	54	51	39	16	66	43	81	0	54	32	59	40	37	66	60	52	27	57	21	53	55	31	67	56	70	68	58	51	79	58	61	68	69	15	48	28	20	16	60	44	65	77	53	18	26	61	
42	36	10	41	16	53	17	20	42	66	11	36	54	0	22	26	31	53	13	5	17	29	15	48	9	39	27	15	53	22	13	47	2	29	14	11	17	18	38	40	26	42	38	43	35	13	37	11	38	29	48	
61	56	20	19	31	47	22	11	21	61	11	53	32	22	0	33	22	39	34	28	24	9	27	29	23	38	11	35	47	39	36	45	19	48	28	30	37	38	16	35	6	23	16	43	29	33	50	23	17	7	47	
63	57	17	50	43	77	11	21	53	91	29	60	59	26	33	0	20	72	24	29	43	32	11	62	35	65	43	22	77	47	32	72	26	52	13	36	41	42	46	64	39	56	47	69	58	36	63	15	41	34	73	
73	67	22	34	47	69	17	13	37	84	26	67	40	31	22	20	0	60	36	36	43	16	23	47	38	60	33	36	70	53	42	67	29	61	25	42	49	50	29	57	27	41	31	65	51	44	68	22	22	19	69	
75	72	57	29	49	18	61	51	25	29	45	63	37	53	39	72	60	0	66	57	40	44	64	16	47	27	29	68	20	56	64	26	52	64	65	54	57	58	33	19	33	20	30	30	20	58	55	60	42	41	28	
39	33	15	53	23	65	19	28	54	77	23	37	66	13	34	24	36	66	0	9	28	39	13	61	20	50	40	2	64	24	8	58	15	28	11	16	19	19	50	52	39	55	50	53	48	14	41	14	49	39	58	
37	31	14	46	14	55	21	25	47	68	16	32	60	5	28	29	36	57	9	0	18	34	17	53	10	40	32	12	54	18	8	48	8	24	15	7	13	14	44	42	32	47	43	43	38	8	34	15	44	34	48	
