5  20
84	95	20	97	95	13	67	98	25	25	13	28	58	56	13	5	49	85	48	62	
99	26	64	56	26	40	90	8	69	29	21	87	34	1	83	4	47	46	74	25	
93	11	90	90	14	24	29	18	67	42	97	4	79	81	88	84	28	6	79	77	
76	25	100	67	81	82	28	51	21	83	66	8	50	50	45	8	28	43	19	29	
30	39	92	2	95	10	49	29	2	91	10	21	45	75	8	90	1	32	95	42	
381	904	698	1000	662	631	448	184	259	694	439	864	278	498	482	504	981	823	665	593	
0	80	50	59	45	67	88	37	48	62	84	58	59	79	49	87	58	43	47	63	31	
80	0	31	28	46	27	8	57	54	57	22	28	21	3	32	17	59	42	41	45	49	
50	31	0	21	20	29	39	34	38	48	41	20	10	30	2	41	47	14	15	40	18	
59	28	21	0	41	9	32	29	26	31	25	1	14	25	23	28	32	34	36	20	32	
45	46	20	41	0	50	54	47	53	66	61	40	30	47	18	59	64	7	5	59	19	
67	27	29	9	50	0	30	35	28	30	17	10	21	24	31	22	32	43	45	18	41	
88	8	39	32	54	30	0	62	58	60	19	33	29	8	40	12	62	51	50	48	57	
37	57	34	29	47	35	62	0	11	25	52	29	38	54	35	57	21	40	44	26	28	
48	54	38	26	53	28	58	11	0	14	45	26	38	51	39	51	11	46	50	15	36	
62	57	48	31	66	30	60	25	14	0	43	32	46	54	50	50	4	59	62	12	50	
84	22	41	25	61	17	19	52	45	43	0	26	31	19	43	7	46	55	56	32	57	
58	28	20	1	40	10	33	29	26	32	26	0	14	25	22	29	32	33	35	21	31	
59	21	10	14	30	21	29	38	38	46	31	14	0	20	12	30	46	24	25	35	28	
79	3	30	25	47	24	8	54	51	54	19	25	20	0	32	14	56	42	42	42	48	
49	32	2	23	18	31	40	35	39	50	43	22	12	32	0	43	49	12	13	41	17	
87	17	41	28	59	22	12	57	51	50	7	29	30	14	43	0	52	54	54	38	58	
58	59	47	32	64	32	62	21	11	4	46	32	46	56	49	52	0	57	60	14	47	
43	42	14	34	7	43	51	40	46	59	55	33	24	42	12	54	57	0	4	51	14	
47	41	15	36	5	45	50	44	50	62	56	35	25	42	13	54	60	4	0	54	18	
63	45	40	20	59	18	48	26	15	12	32	21	35	42	41	38	14	51	54	0	45	
31	49	18	32	19	41	57	28	36	50	57	31	28	48	17	58	47	14	18	45	0	

