10  200
30	71	26	48	2	80	87	28	13	83	88	12	30	53	63	15	7	63	13	100	96	87	92	47	1	36	42	44	64	15	97	92	13	3	1	68	35	27	45	32	21	53	68	18	52	38	42	5	50	90	82	4	80	70	81	52	28	74	34	57	33	51	50	80	2	72	2	97	79	22	17	33	15	22	67	7	93	55	59	79	51	9	75	36	82	92	68	13	31	58	70	93	70	84	10	61	86	33	92	73	47	54	52	10	85	51	28	82	73	67	54	43	20	13	37	85	59	9	11	84	67	37	25	52	91	90	72	66	98	17	97	37	39	46	15	97	57	82	57	47	6	62	81	54	10	74	78	44	57	6	81	76	37	41	39	43	4	73	51	79	7	36	13	33	47	44	84	78	3	30	25	9	92	59	13	23	11	41	76	8	16	94	67	49	79	76	16	72	6	64	76	38	27	78	97	10	56	27	55	91	
30	91	73	78	25	4	36	14	57	43	72	78	61	15	71	19	73	27	28	54	85	24	92	34	10	9	75	17	37	97	41	28	90	40	2	70	89	70	54	45	19	84	74	54	13	37	13	54	41	56	11	3	20	42	59	11	50	75	38	8	55	88	66	34	74	28	83	100	57	61	83	86	13	49	55	43	80	57	27	74	43	4	68	38	81	32	52	66	80	98	41	39	65	62	75	7	13	85	51	88	95	6	58	60	92	100	54	52	63	99	63	55	81	91	65	80	29	41	65	48	75	80	5	72	13	6	24	97	80	20	5	59	58	65	28	45	52	76	75	92	53	18	88	24	99	13	37	54	13	40	3	62	51	99	20	68	33	38	89	8	88	18	13	37	92	23	59	70	27	97	89	80	29	93	82	61	78	47	83	88	76	29	90	62	63	14	36	94	53	3	56	98	90	44	6	53	35	95	31	18	
94	58	32	31	66	35	43	100	44	44	67	12	48	39	65	60	8	59	74	20	90	74	33	77	80	40	82	39	13	25	40	25	70	34	4	67	24	81	84	28	61	38	19	62	54	26	81	18	23	49	17	16	52	54	39	8	93	27	4	31	44	84	99	80	12	78	73	12	57	96	33	85	33	38	36	74	7	75	8	50	86	74	14	60	37	71	10	7	5	4	100	67	37	70	34	26	19	21	72	93	10	73	33	64	7	30	79	89	9	99	31	27	15	5	83	29	34	84	98	46	31	48	65	90	91	11	90	58	28	71	99	40	16	36	45	11	69	83	75	50	56	39	52	70	69	90	2	6	23	78	71	45	28	14	59	44	96	62	24	24	20	16	17	86	100	33	44	25	45	38	17	3	34	65	88	54	48	54	20	75	75	67	12	82	94	34	8	77	33	6	12	27	14	20	56	69	78	44	20	60	
4	20	64	99	17	75	69	8	91	3	48	25	49	93	19	84	67	20	2	42	73	57	43	21	71	28	12	27	56	73	80	20	53	27	39	90	72	94	45	13	81	18	65	46	99	27	7	35	24	62	99	92	77	52	24	14	93	59	44	3	31	55	46	64	42	39	32	32	57	77	79	3	38	60	14	32	66	67	5	70	86	27	21	85	98	60	74	67	20	15	81	43	91	53	56	5	60	12	99	85	18	4	50	66	25	68	4	82	83	40	59	77	11	60	56	82	79	78	32	94	35	72	12	96	14	57	64	7	37	80	60	10	95	86	52	43	44	57	11	95	73	99	30	97	1	86	58	46	53	29	50	63	62	87	97	14	69	86	37	88	43	58	1	73	16	62	96	28	38	24	73	76	50	29	95	25	96	6	47	44	45	65	96	94	64	93	58	53	14	87	61	19	91	34	76	42	1	97	9	67	
92	41	99	31	20	39	47	9	78	100	7	46	69	67	54	60	46	2	84	70	1	35	36	25	32	79	2	90	60	87	31	61	31	59	59	69	77	68	93	50	70	26	88	26	31	43	24	89	51	4	31	27	69	32	77	84	59	40	62	90	94	53	20	63	19	7	90	5	8	84	57	2	33	22	8	60	28	31	19	60	67	69	17	89	50	10	17	25	4	42	6	21	93	47	49	79	63	93	96	53	89	83	78	72	73	100	48	27	45	94	72	5	19	41	29	23	67	28	2	32	43	88	47	63	41	47	6	70	8	2	45	34	87	86	12	21	32	53	55	10	61	26	29	12	74	47	18	100	30	74	96	43	88	60	67	2	10	60	95	46	43	98	72	70	61	47	28	61	97	53	43	94	42	48	50	19	39	87	1	94	44	63	76	48	96	18	11	23	64	22	37	75	95	22	76	85	57	44	13	59	
91	47	90	68	49	9	15	19	63	44	61	82	2	39	36	89	62	100	91	17	55	95	66	76	31	94	22	10	17	85	69	35	82	64	40	25	30	86	15	56	34	76	45	45	89	73	86	62	23	21	84	78	29	70	34	19	63	13	43	75	69	6	13	62	75	7	5	58	25	84	61	30	81	20	69	65	80	66	51	17	55	75	33	3	21	69	7	30	38	55	34	16	34	72	79	65	19	60	58	67	64	37	76	93	75	91	11	30	40	45	72	57	76	36	45	90	56	37	68	88	47	73	57	70	22	73	14	24	100	84	43	53	69	8	100	48	26	82	17	28	26	68	6	37	44	52	96	44	52	50	14	24	21	100	41	79	36	31	83	71	49	19	64	20	51	84	89	54	85	66	97	52	84	17	24	66	58	53	25	69	15	13	58	23	32	46	80	87	67	94	66	91	33	81	96	75	13	85	15	23	
44	91	28	99	52	6	15	5	58	45	38	76	43	58	31	21	91	1	32	41	98	38	59	22	62	68	75	30	47	57	64	17	36	85	52	67	59	75	81	70	24	13	4	76	24	43	76	10	52	30	23	92	3	67	72	56	88	51	6	97	38	73	39	55	33	55	76	58	23	92	42	29	76	19	61	84	37	59	54	33	8	79	42	94	46	16	33	38	1	84	58	95	60	36	59	7	50	83	73	78	53	55	32	2	76	5	11	20	52	20	41	89	92	70	47	3	82	44	84	65	32	97	66	43	77	76	56	97	40	32	83	35	49	89	2	64	26	90	21	4	28	72	30	25	80	5	58	78	56	40	83	89	54	96	31	64	44	52	80	1	98	42	10	39	3	46	17	44	68	70	26	62	18	87	25	47	87	64	62	84	3	22	3	13	80	70	19	84	9	50	97	49	61	31	25	7	94	8	58	20	
85	22	23	21	61	66	52	11	68	2	14	87	51	35	34	94	64	81	61	33	8	85	87	23	4	96	62	55	96	84	24	28	2	98	79	13	90	38	48	25	21	56	31	54	17	52	81	43	99	73	56	44	67	100	46	61	44	11	24	4	71	11	26	53	83	30	22	70	29	58	68	52	82	40	98	60	8	74	64	23	21	67	66	52	6	67	87	51	39	30	77	79	72	55	93	36	33	28	50	32	89	14	81	9	28	44	64	79	23	32	19	51	4	60	20	96	33	84	37	35	86	82	54	6	43	10	69	70	97	79	23	37	75	17	72	64	79	39	46	90	51	83	99	97	65	30	13	17	46	78	39	10	24	76	54	15	17	97	13	1	63	50	69	30	82	10	43	38	94	74	23	75	72	13	71	82	61	32	4	62	37	5	52	23	33	1	39	41	21	67	1	29	57	85	80	57	95	61	10	8	
72	73	43	19	56	36	17	84	89	99	19	77	85	48	50	76	33	20	41	18	69	97	24	5	46	6	15	68	89	68	5	2	52	42	18	9	64	93	36	30	86	42	49	15	61	20	23	24	84	77	53	88	69	94	88	36	40	12	99	15	32	58	77	100	17	62	26	38	48	56	43	4	31	51	52	30	28	59	78	75	87	94	37	92	16	91	14	80	86	84	20	55	79	83	89	38	88	94	11	98	50	23	68	40	44	93	49	79	37	34	35	90	85	70	18	77	99	52	42	49	74	76	34	47	80	25	19	3	27	77	81	88	2	20	56	27	84	13	29	23	31	41	32	83	59	82	90	91	96	67	24	9	35	24	61	53	71	96	64	35	36	27	13	8	29	1	67	7	52	36	45	26	45	3	20	22	33	87	9	86	74	54	29	76	39	41	90	38	82	32	32	29	59	39	45	62	43	50	80	73	
88	64	17	54	3	74	69	26	70	19	100	19	95	61	41	23	97	18	71	71	33	1	51	31	80	87	84	56	51	77	87	75	75	75	30	78	18	33	61	70	75	89	50	46	8	62	62	73	62	23	22	23	34	97	61	42	24	20	2	100	47	21	94	12	34	30	34	71	98	90	97	80	92	87	14	29	53	60	6	4	25	5	27	70	85	42	20	15	55	70	37	8	18	50	27	39	29	63	46	9	37	80	92	36	8	83	13	34	61	87	6	47	21	87	35	88	78	87	1	56	81	42	90	95	39	59	24	63	63	89	48	72	23	68	75	71	48	22	32	27	56	2	8	86	23	74	61	60	95	11	92	25	46	22	32	81	78	70	40	44	80	1	86	42	33	48	94	71	80	28	23	80	48	92	75	57	45	47	84	68	9	21	98	35	39	75	95	88	93	36	47	96	66	69	75	5	35	41	10	76	
995	560	261	6602	4169	7230	8502	4978	4295	6574	5101	128	8195	5146	3776	5018	8681	4033	7970	4113	3286	3600	2858	8464	4398	4199	9172	4930	8745	9395	151	7572	8649	3398	5308	6290	3063	8741	3321	841	1254	6850	7344	4870	6975	6636	4726	9064	5859	3983	5207	6989	3588	7776	8817	3064	8189	4705	8244	6720	4031	8666	6058	1848	9881	7252	2350	5059	9867	927	2818	2830	8933	7090	2870	475	1624	5689	7726	2863	6276	7065	4265	613	3211	9736	4344	608	8611	8886	5643	5384	3273	2386	9672	149	7608	5856	2719	1248	2192	3679	9501	5903	5139	6705	5889	6506	5595	4239	9452	8818	4920	948	4815	8360	4177	5895	2675	3673	419	5110	8893	739	9505	3841	3473	7619	8792	721	4379	3462	6475	9841	7532	353	1577	2928	7287	3035	1553	7022	8140	4861	821	980	3109	4158	7579	5420	8653	221	2312	9424	2197	2866	4927	9214	1398	4833	4532	1128	1869	710	8412	5099	2532	1665	4038	765	4483	296	1085	1669	3578	4066	7004	429	1929	2053	3621	374	8772	3404	7179	5846	6138	2252	659	7535	8989	7508	9875	4232	6212	2218	2720	7794	1674	754	
0	24	28	14	82	50	77	54	67	57	71	64	52	13	41	7	20	15	46	81	84	60	34	48	48	30	45	46	56	38	66	72	29	70	9	63	88	42	39	35	56	54	69	37	34	92	68	43	73	66	70	30	51	38	62	45	65	4	45	68	48	42	54	69	53	77	71	40	29	57	43	64	21	86	42	64	30	53	86	51	46	87	74	54	29	67	18	72	58	68	60	79	97	39	62	91	70	24	17	76	44	39	63	58	56	68	42	74	67	35	53	29	69	56	32	57	42	64	57	42	72	26	24	29	57	43	25	62	91	63	51	43	84	69	48	38	79	39	92	8	66	22	39	39	39	47	26	80	53	81	58	55	56	36	71	67	37	60	48	66	54	57	88	30	48	74	65	31	27	48	11	75	58	38	13	61	59	42	50	79	50	68	41	57	36	24	66	54	69	26	53	42	78	54	30	47	48	75	44	23	52	
24	0	4	10	57	26	52	32	44	42	56	48	29	11	21	18	5	11	25	56	59	36	22	25	32	14	20	21	36	14	49	50	10	54	16	43	63	21	25	18	40	33	50	22	14	67	45	19	50	42	51	12	27	14	42	22	48	20	26	49	32	22	31	47	34	53	54	16	12	34	18	47	5	61	17	40	18	29	61	33	21	63	53	35	4	42	6	49	34	43	42	55	72	19	38	66	50	7	15	52	20	19	41	37	39	47	28	49	43	11	32	8	49	31	14	38	23	39	38	20	49	2	18	10	35	18	17	45	67	39	34	22	59	47	25	14	55	22	67	16	45	7	15	23	15	32	17	56	29	56	35	33	40	21	46	44	25	37	23	49	30	34	63	19	23	49	41	9	13	25	17	51	36	20	11	41	41	27	30	55	26	46	25	35	14	16	43	31	53	6	35	17	54	33	17	32	32	52	26	16	29	
28	4	0	14	53	23	49	28	42	42	56	49	25	14	17	21	9	14	21	53	56	32	24	24	29	12	16	17	32	13	45	49	7	54	20	39	59	20	27	19	40	32	46	19	14	64	41	15	46	38	47	14	23	13	41	20	44	24	22	48	29	21	30	42	33	49	54	15	10	33	15	47	9	57	13	36	17	26	57	33	17	59	51	31	2	39	10	45	30	40	39	51	69	18	34	62	49	7	16	48	19	15	37	36	39	43	30	46	39	7	31	5	48	28	11	37	23	36	34	19	46	4	21	8	31	15	20	41	64	36	30	18	55	45	22	11	51	19	64	19	41	8	12	20	12	33	17	52	25	52	33	29	37	18	43	40	26	33	20	49	26	32	60	22	20	45	38	8	16	21	21	47	35	17	15	40	40	28	29	51	23	42	22	31	13	16	41	29	49	8	32	14	51	32	16	29	32	48	26	19	25	
14	10	14	0	68	36	63	41	54	47	61	54	39	2	29	8	6	5	33	67	70	46	24	35	38	19	31	32	44	24	56	59	17	60	6	51	74	29	29	24	46	41	58	27	21	78	55	29	60	52	59	18	37	24	50	31	55	9	34	56	38	29	40	56	41	63	61	26	18	44	29	54	7	72	28	50	21	39	72	40	31	73	61	43	14	53	4	59	44	54	50	65	83	26	48	77	58	12	10	62	30	27	50	45	46	56	32	60	53	21	40	16	57	42	21	45	30	50	46	28	58	12	16	17	44	29	16	52	77	49	41	30	70	56	34	24	65	29	78	6	54	10	25	29	25	37	18	66	39	67	44	42	46	26	57	54	27	47	34	56	40	43	74	21	33	60	51	17	16	35	8	61	45	27	1	49	48	32	38	65	36	56	31	44	22	16	52	41	59	12	43	28	64	41	20	37	38	62	33	14	39	
82	57	53	68	0	32	5	34	28	58	62	59	31	68	44	75	62	67	40	7	5	22	61	39	50	56	37	36	38	46	46	38	54	59	73	35	6	45	59	55	55	41	37	54	52	11	22	38	18	17	40	56	32	46	42	40	48	78	45	44	51	48	38	26	47	15	55	44	56	37	39	53	61	4	40	22	59	30	8	52	36	5	37	43	53	14	63	23	23	20	44	17	16	49	21	9	44	58	68	8	42	47	30	41	53	31	60	7	16	46	41	53	43	25	52	46	49	18	42	45	29	56	68	55	32	39	66	46	18	25	46	43	4	32	37	44	11	51	14	73	32	60	43	52	43	57	63	13	29	6	35	34	50	54	11	22	62	26	33	53	29	35	16	64	34	9	20	52	61	36	74	17	39	51	69	43	48	57	44	15	32	28	51	32	49	64	33	33	51	57	45	39	20	41	59	53	54	18	51	67	33	
50	26	23	36	32	0	27	21	21	36	46	40	15	37	22	44	30	37	20	30	35	14	31	11	34	29	10	8	28	14	43	31	26	43	41	32	38	15	30	24	33	18	39	32	20	41	26	11	30	20	41	24	12	14	26	10	43	46	26	32	35	18	14	30	23	26	41	12	28	16	8	36	29	36	12	21	34	4	37	27	6	37	32	31	22	18	32	31	9	17	37	35	46	18	17	40	33	29	39	28	11	24	27	21	31	33	31	24	21	17	17	24	31	7	26	25	20	17	33	15	26	24	36	27	23	7	34	40	41	14	33	21	34	25	7	12	32	29	41	42	32	30	11	31	11	30	37	34	2	32	15	22	39	31	20	25	32	21	7	37	4	14	37	32	2	23	15	20	29	16	42	31	19	28	37	25	29	28	18	34	0	31	31	23	17	36	22	10	48	25	33	9	29	18	33	37	28	32	23	34	17	
77	52	49	63	5	27	0	29	26	55	61	57	26	63	39	70	57	62	35	9	8	17	57	35	45	51	32	31	33	42	42	37	49	57	68	31	10	41	55	51	52	38	33	49	48	16	18	33	14	13	37	52	27	42	40	36	44	73	40	43	46	44	35	22	44	15	53	40	51	34	34	51	56	8	35	17	54	26	11	49	31	10	36	38	48	10	59	19	18	17	40	15	21	44	17	14	42	53	63	4	37	42	26	38	50	27	56	3	11	41	38	48	41	21	47	43	45	13	38	41	28	51	64	50	27	34	61	42	22	22	41	38	7	30	33	39	9	46	18	68	28	55	38	47	38	54	58	12	25	6	32	29	46	49	8	18	58	21	29	51	25	32	19	60	30	6	17	47	56	31	69	14	36	46	64	41	45	53	41	13	27	24	47	27	44	59	31	30	47	53	40	35	20	38	54	48	51	15	48	62	28	
54	32	28	41	34	21	29	0	39	57	68	62	6	41	12	47	37	39	7	37	34	15	47	32	16	24	15	16	6	29	21	51	24	65	47	11	38	34	48	41	54	40	18	20	36	46	14	15	20	16	20	38	9	29	47	30	21	50	10	54	17	37	36	15	45	39	63	29	25	38	21	58	37	37	16	12	26	25	35	48	18	40	52	10	29	22	37	18	18	32	15	25	51	36	13	43	54	29	38	26	30	15	9	43	53	15	50	27	18	21	39	25	53	18	21	47	39	17	11	34	44	32	49	25	3	22	47	18	50	32	13	11	34	44	29	25	27	17	48	45	13	31	24	18	24	51	31	27	22	30	37	1	18	20	28	14	49	8	15	59	24	36	47	47	22	30	29	32	42	7	49	21	41	17	42	47	50	47	40	26	21	14	17	3	32	32	42	32	26	36	12	19	43	40	26	19	49	22	43	47	4	
67	44	42	54	28	21	26	39	0	30	34	30	33	55	43	62	47	56	40	22	33	26	39	18	54	50	31	29	46	29	59	12	46	31	57	47	34	25	35	33	27	15	53	53	33	32	37	32	37	29	56	37	31	29	14	22	60	63	46	17	55	26	14	42	20	14	27	27	49	11	28	24	46	32	33	33	55	17	37	25	27	31	12	50	40	22	50	41	21	9	55	40	36	28	29	33	16	48	58	29	23	45	42	13	25	46	34	24	29	37	15	44	15	21	47	18	26	26	51	25	5	42	48	47	40	27	45	57	26	7	52	42	32	5	19	30	35	50	30	60	46	50	30	52	30	31	57	38	19	32	9	40	58	52	19	36	38	35	28	25	17	10	23	42	23	20	11	36	41	35	57	38	12	49	54	15	20	32	19	38	21	43	52	40	31	57	5	13	65	41	52	30	12	15	54	57	27	39	27	47	36	
