10  200
71	57	82	26	95	45	84	74	11	46	44	66	26	81	24	84	62	49	93	82	99	3	41	72	10	76	90	4	53	91	96	62	72	2	11	93	55	8	4	71	4	63	75	41	81	52	1	18	59	48	35	96	65	7	70	51	24	23	40	83	9	17	25	80	2	53	51	55	55	72	61	31	75	42	24	41	19	98	74	100	13	85	52	20	88	68	28	34	54	32	76	96	84	24	98	13	49	69	48	92	78	9	67	50	61	100	68	59	84	11	93	2	30	56	77	86	100	24	32	95	8	7	9	37	18	17	23	59	44	85	17	90	1	18	46	78	38	30	52	92	13	10	26	49	62	40	4	29	19	37	14	59	32	30	13	5	42	28	26	70	54	17	37	32	89	28	38	17	25	6	82	40	32	43	53	19	98	89	97	88	57	1	25	6	15	64	32	2	77	21	46	51	93	60	54	11	97	95	1	22	
79	76	33	5	55	86	73	43	70	36	84	3	16	36	27	66	85	47	70	31	35	84	39	59	9	83	78	17	73	3	6	3	100	70	45	93	91	42	100	6	49	91	57	18	88	89	1	26	10	97	1	100	17	35	77	5	97	37	85	47	55	64	41	21	27	95	24	15	37	44	63	46	46	44	77	81	56	37	42	24	2	10	62	20	18	21	45	54	86	49	18	99	70	20	10	91	40	34	39	81	82	51	7	53	15	61	69	42	92	86	62	52	10	60	59	5	20	16	47	24	52	25	84	77	38	38	31	81	59	50	27	7	4	52	91	71	50	86	22	56	62	67	87	54	25	98	59	71	98	21	1	84	8	49	56	84	67	16	40	12	47	86	91	12	73	64	92	98	83	43	92	78	19	42	59	27	79	54	98	39	17	68	41	58	7	83	74	30	58	79	85	60	4	59	99	17	49	29	2	82	
91	32	2	69	10	99	38	24	45	37	76	32	32	14	16	23	45	67	42	25	1	79	34	50	75	67	83	48	83	22	27	28	87	34	39	92	70	56	96	48	34	32	60	75	89	47	91	8	57	19	30	85	78	97	67	65	41	85	44	31	17	42	91	92	29	5	55	12	26	58	22	55	2	5	82	100	26	81	47	97	20	36	73	27	61	44	82	37	27	66	45	98	82	20	32	84	11	81	70	100	94	78	22	57	41	97	39	37	69	59	81	25	51	93	74	72	12	57	91	53	97	43	17	83	1	10	5	65	73	75	67	27	84	18	17	17	87	30	94	23	36	53	3	82	6	41	99	44	83	100	23	54	56	25	56	23	88	100	78	52	90	79	97	69	93	7	41	51	15	1	75	96	37	60	43	11	84	12	81	70	20	68	22	32	51	99	23	59	45	1	38	14	83	63	74	4	10	3	47	28	
41	88	78	99	69	10	42	5	24	15	18	79	57	83	46	34	67	32	45	34	69	56	85	73	9	76	80	15	15	92	3	73	23	47	63	76	24	56	60	15	5	37	73	7	17	94	73	59	31	68	16	94	44	33	36	3	68	42	62	86	79	88	92	60	56	9	54	76	82	82	71	42	47	43	78	88	18	79	92	59	12	28	94	90	46	31	23	33	1	66	32	6	62	34	11	19	79	87	43	49	13	1	65	40	10	76	26	62	65	45	9	41	16	14	3	74	41	74	95	45	89	32	67	65	17	98	76	31	71	69	87	51	80	52	49	18	96	57	78	73	56	27	48	62	94	4	32	2	87	18	14	73	52	98	12	58	84	80	17	33	50	24	9	39	35	2	42	36	47	86	61	66	77	85	45	35	34	53	37	33	30	43	60	4	54	4	75	82	97	6	78	12	77	96	96	74	21	48	83	9	
44	42	67	90	7	12	54	24	67	98	38	30	10	60	28	79	96	66	32	37	80	32	21	10	52	10	2	18	71	14	24	3	11	79	54	96	15	25	45	48	63	50	23	58	55	7	27	92	23	80	23	28	46	38	23	21	16	67	47	40	10	52	32	41	12	31	44	41	60	71	100	78	34	1	44	86	86	50	84	91	18	18	53	60	1	37	76	94	51	48	16	10	52	43	92	94	51	11	27	83	92	26	22	38	31	20	17	84	11	84	41	75	6	31	96	45	39	67	89	30	78	10	59	100	4	95	4	90	74	9	57	82	52	92	25	6	48	53	27	28	32	32	55	97	53	49	87	94	47	96	84	81	62	90	92	86	61	45	81	9	64	92	54	4	70	1	41	12	17	27	23	96	40	44	98	64	63	78	31	24	1	19	2	57	4	2	98	49	10	58	56	83	49	8	5	16	70	12	17	40	
13	45	19	68	18	99	59	36	84	5	94	55	69	58	96	16	51	39	24	70	28	25	74	99	96	81	59	90	63	12	17	27	50	88	96	29	37	3	43	24	2	94	13	8	7	66	38	72	85	72	82	36	84	70	97	95	12	13	36	98	53	17	17	63	83	16	100	66	62	93	68	95	46	84	86	10	66	23	14	92	33	48	52	35	36	39	3	65	45	86	16	19	34	70	13	90	7	66	41	69	47	31	71	68	84	98	80	88	83	35	26	95	62	96	78	59	32	12	84	53	84	58	49	32	89	44	13	6	59	56	98	31	35	9	3	14	25	32	24	75	89	39	91	54	76	19	70	3	14	93	51	57	58	67	48	20	94	38	44	59	17	78	13	50	62	45	29	59	18	62	16	6	3	99	41	96	25	2	4	66	12	16	27	31	37	27	92	71	14	80	45	52	97	5	95	25	54	88	33	81	
54	43	18	18	37	6	26	98	95	5	21	48	46	42	52	78	31	31	28	73	6	27	74	41	58	87	17	60	27	14	12	12	64	8	59	52	93	82	10	94	15	67	27	54	28	62	81	57	93	52	65	20	17	63	2	34	98	53	19	58	88	26	79	35	18	66	31	54	62	75	73	68	54	7	96	92	61	92	88	78	13	39	81	7	84	100	18	93	58	9	7	31	35	55	65	88	30	7	94	69	27	60	11	59	23	20	64	72	39	80	57	5	24	18	16	33	35	78	23	33	17	41	51	91	57	63	12	63	52	96	72	50	63	43	34	59	71	79	37	8	43	99	92	57	99	97	79	100	90	67	39	22	96	10	89	52	31	37	83	3	78	79	57	49	32	56	69	11	90	37	84	17	49	51	11	3	52	60	44	14	56	64	98	81	56	58	21	32	29	94	53	5	41	80	4	23	90	60	59	15	
12	24	38	19	22	68	48	67	37	67	48	82	36	92	52	85	100	4	17	55	9	79	13	19	16	98	35	32	82	45	61	20	7	47	2	37	16	6	52	26	49	59	96	17	18	6	66	62	70	44	9	44	24	63	71	49	18	13	38	40	44	27	50	31	91	93	41	98	79	54	88	9	24	55	59	32	85	86	21	91	49	55	97	27	13	47	50	50	4	82	64	11	3	51	15	5	15	26	87	30	47	26	38	100	38	51	72	46	9	42	15	6	61	90	44	36	9	61	87	33	69	42	33	16	75	92	61	52	74	89	37	67	47	65	96	34	8	22	38	79	51	11	61	95	70	80	82	4	36	61	38	60	51	5	30	27	69	50	7	36	4	2	56	44	97	41	76	1	90	19	21	55	65	59	86	97	82	36	7	69	6	32	73	46	27	64	3	20	83	54	91	73	79	65	70	100	6	54	5	43	
84	75	56	2	95	79	35	5	43	44	79	70	22	88	75	61	17	88	68	72	7	64	64	33	15	54	76	77	73	32	25	55	28	97	41	49	75	93	67	66	38	70	26	52	81	70	47	26	79	24	7	66	19	64	93	39	69	24	32	20	88	29	96	86	1	74	40	30	31	51	58	79	95	60	42	61	66	47	5	17	12	100	66	87	90	69	62	66	39	7	65	76	31	29	93	38	24	69	81	82	77	32	99	96	81	35	83	47	54	17	81	62	57	20	57	23	82	20	69	43	62	17	65	98	74	44	5	65	56	27	60	43	20	40	95	23	4	95	75	62	12	5	24	43	95	65	59	64	45	89	29	54	17	41	89	40	79	14	37	76	99	68	39	57	58	12	69	19	14	19	7	63	95	66	96	93	47	96	15	5	22	72	70	32	23	48	61	59	97	6	12	31	94	93	43	69	77	8	59	95	
100	63	34	9	52	82	77	100	76	52	33	44	46	98	40	66	40	82	68	15	72	16	67	45	25	79	64	29	55	20	17	17	91	63	78	62	22	62	61	6	84	50	90	81	40	20	99	99	67	68	63	74	37	69	53	84	15	81	60	88	62	67	14	2	59	30	24	87	32	45	60	3	14	84	25	20	19	21	24	24	48	8	67	1	16	17	39	70	26	34	54	1	57	94	33	23	16	56	25	52	3	97	98	40	51	28	45	67	87	12	7	89	62	82	64	67	25	40	8	77	63	50	36	28	90	77	76	2	12	10	99	30	45	12	18	16	19	32	21	32	39	32	56	95	32	47	5	45	69	47	61	29	72	19	59	29	2	20	56	18	41	39	29	96	59	13	76	84	84	26	90	29	61	48	95	97	21	40	5	11	44	74	13	8	38	8	44	69	23	53	7	1	35	69	65	26	35	52	47	51	
5058	1702	5580	7244	3053	5582	6277	117	3336	7485	4765	4440	3617	8653	9240	4649	8599	6528	7651	1529	7587	3460	7514	3480	6932	187	1967	225	5655	543	1699	7594	6631	9014	8662	8310	1420	7810	1541	6767	1238	4533	7935	2817	2398	7722	4815	3046	8449	1487	845	3930	7320	5369	2345	5645	5783	2053	7486	853	9588	8149	9142	7206	1833	1015	1720	8289	6951	6678	2243	1087	4276	2128	1398	4756	7459	6702	4093	9863	4048	5873	5581	1501	1820	2553	2976	5593	5555	8407	7644	3203	1688	1593	9027	512	3380	1759	4641	9722	4568	155	7006	9600	5029	5121	2940	9142	4733	534	4843	4433	182	7823	230	1910	417	9309	8806	7610	5822	3111	3590	6314	7226	7065	4875	9293	8123	3271	4035	5505	8111	8915	6056	4406	116	6237	7025	5220	9070	6858	6387	1227	5674	3248	9495	3188	1559	2929	887	1370	250	7653	3002	9539	781	3801	1761	907	7009	5349	2995	8752	634	6674	1125	2700	154	5973	4696	2447	4536	6308	9601	104	3542	5786	4909	3674	2761	3308	1632	1732	6451	1541	190	2589	5757	3689	6315	7709	4977	5614	1193	3032	4064	9749	5451	7059	
0	74	43	59	5	52	46	50	44	9	84	49	35	7	46	39	93	57	47	67	75	72	65	50	55	8	68	74	40	80	68	59	42	62	46	83	71	81	58	68	62	75	52	48	51	13	84	64	77	40	36	66	65	68	39	55	47	69	7	67	72	68	17	31	71	62	88	62	14	23	24	70	74	44	27	93	84	60	79	60	12	45	63	75	45	69	51	46	65	47	65	75	20	60	52	38	17	39	48	8	29	65	77	72	74	84	58	38	75	39	41	79	55	42	59	13	47	82	28	75	42	77	46	88	65	67	31	49	29	69	69	13	18	53	76	70	26	44	59	33	72	63	35	42	70	83	57	40	50	61	42	67	44	78	21	69	43	43	62	24	66	35	69	76	52	42	34	5	61	43	21	86	51	26	50	50	77	37	9	57	70	40	25	72	94	23	69	45	43	13	41	89	76	76	61	75	85	12	38	36	42	
74	0	53	54	68	45	57	27	34	66	48	41	55	68	49	34	44	27	59	40	52	53	71	23	20	66	9	55	56	20	25	50	32	12	56	44	10	15	73	66	78	25	26	57	25	65	37	24	23	33	43	19	13	18	36	55	45	17	70	32	8	26	59	48	77	16	37	19	64	51	64	73	33	62	66	38	36	15	40	44	62	42	79	8	62	78	45	27	48	44	8	44	61	28	26	65	56	37	39	68	44	53	61	74	7	30	41	36	52	36	64	44	46	35	68	60	28	38	54	8	42	19	42	34	76	45	56	24	46	66	16	65	67	62	49	76	51	35	63	62	27	29	44	45	27	31	27	59	42	76	31	26	68	22	52	15	50	63	33	57	62	41	24	29	63	34	52	68	17	31	52	29	28	48	59	29	20	38	65	58	39	34	50	46	44	51	5	53	41	65	48	41	49	22	13	4	31	63	35	61	39	
43	53	0	16	38	11	5	46	45	34	42	12	8	36	4	30	53	26	7	26	32	29	27	39	44	39	53	30	4	49	34	15	30	42	4	42	56	52	23	27	29	40	27	6	45	29	46	32	43	33	16	36	39	59	24	12	8	40	36	30	56	33	26	17	33	37	50	34	29	37	19	30	36	9	19	55	45	38	39	18	37	10	30	49	9	32	10	37	22	9	46	34	23	27	48	13	35	41	13	35	30	22	33	32	49	48	17	25	32	39	11	37	13	42	20	34	42	43	16	49	11	45	10	51	29	25	12	36	22	28	40	29	26	13	33	32	20	19	18	12	36	28	16	8	35	46	26	7	12	27	33	33	14	45	32	41	3	10	25	18	24	21	36	39	13	23	10	38	51	37	33	50	24	26	9	48	45	39	35	15	30	39	25	29	55	37	51	2	11	29	6	50	33	43	41	52	49	31	31	9	15	
59	54	16	0	54	10	13	55	56	50	28	17	24	52	14	41	41	27	14	17	17	13	17	46	51	55	57	15	18	44	30	3	40	45	13	30	60	48	20	13	25	34	32	12	53	45	35	30	37	44	29	34	40	64	35	4	15	38	52	23	59	28	43	32	24	38	39	35	45	52	35	19	28	18	34	45	35	41	27	9	53	19	25	48	17	24	11	46	8	16	48	21	39	25	56	24	50	52	19	51	44	6	17	21	48	40	12	36	17	50	21	24	8	53	14	50	51	32	32	48	22	40	18	42	22	13	28	44	37	14	38	45	42	11	18	22	35	27	9	27	30	24	30	20	30	38	26	19	15	23	43	29	22	39	47	39	16	19	21	35	9	34	31	32	13	32	25	54	57	47	48	43	29	41	10	57	40	51	51	5	20	50	40	16	43	52	54	14	21	45	20	38	18	38	44	51	41	48	42	24	25	
5	68	38	54	0	47	42	45	39	5	79	43	30	3	41	33	87	51	42	62	70	67	62	45	49	3	63	69	36	75	62	54	36	56	41	78	65	75	55	64	59	69	46	43	46	10	79	58	71	35	31	60	59	63	33	50	42	63	5	62	67	62	12	25	68	56	82	56	10	18	21	66	69	40	24	87	78	55	73	55	7	40	60	69	41	66	46	41	59	41	60	70	15	54	47	35	12	34	42	4	24	60	72	68	68	78	53	33	70	34	38	73	50	37	55	8	42	77	22	69	37	71	40	82	62	62	26	43	23	65	63	10	15	49	70	67	21	39	55	30	66	58	29	37	65	77	51	36	45	58	36	61	41	73	15	64	38	40	57	19	62	29	64	70	48	36	29	1	56	37	16	80	45	20	46	45	71	32	3	53	64	35	19	66	89	18	64	40	38	10	35	84	70	70	55	69	80	6	32	32	36	
52	45	11	10	47	0	13	44	45	43	31	6	18	45	7	31	42	18	15	15	22	20	27	36	40	47	47	22	15	39	24	8	29	36	12	31	50	42	27	24	33	30	21	12	43	39	34	22	33	33	19	26	31	54	24	9	5	30	45	19	50	23	35	23	34	29	38	26	38	42	30	30	25	19	30	44	34	31	28	7	45	9	33	40	18	33	1	35	12	6	39	23	32	17	46	23	41	42	8	44	34	15	27	31	41	37	6	25	22	40	21	26	3	43	22	42	41	32	24	40	12	35	8	40	31	15	21	34	27	25	31	39	36	17	23	32	26	17	18	23	26	18	20	10	25	35	17	17	4	31	32	23	24	35	38	32	9	20	15	28	20	24	26	28	18	22	18	47	47	36	38	40	19	31	13	46	35	40	43	13	18	39	31	19	44	42	44	10	11	39	11	39	23	33	35	44	38	40	31	21	15	
46	57	5	13	42	13	0	51	51	37	41	16	12	39	8	36	53	30	2	27	30	26	21	44	49	43	58	28	6	52	37	14	36	47	1	42	61	55	17	22	23	43	32	1	50	32	46	35	46	39	21	39	43	64	30	9	12	43	39	32	61	36	31	22	28	41	50	38	32	42	22	25	38	6	20	56	46	42	39	18	42	15	24	53	5	26	13	43	20	13	50	33	26	30	53	11	40	47	17	38	36	19	30	27	53	50	19	30	30	45	8	37	14	48	14	39	48	44	21	53	16	48	15	52	23	25	16	42	28	23	43	32	29	8	32	26	25	24	13	13	39	31	22	14	38	48	30	6	15	21	39	36	11	48	37	44	8	7	28	23	19	27	39	41	8	29	15	41	57	42	38	52	29	31	4	54	48	45	39	10	30	44	30	28	55	42	56	4	17	32	12	50	32	46	46	56	51	35	36	10	21	
50	27	46	55	45	44	51	0	7	45	63	38	44	46	44	15	64	30	53	48	61	61	71	9	8	42	19	63	48	42	38	51	15	18	50	60	21	39	69	68	75	42	23	51	2	45	55	34	42	13	30	32	27	18	21	53	41	33	48	43	23	39	38	32	78	25	57	28	44	27	47	74	48	55	50	60	54	21	55	47	38	36	75	32	55	77	43	8	53	39	20	56	43	34	2	55	33	11	35	46	22	57	68	76	31	51	44	21	61	11	55	58	46	8	65	37	3	55	38	32	34	40	37	55	75	52	42	10	28	69	32	45	48	59	59	76	34	27	62	50	42	38	30	37	41	51	31	50	39	73	12	38	59	43	30	32	43	55	40	40	64	25	38	46	59	22	40	46	11	9	29	51	26	28	54	3	41	13	43	57	49	10	30	55	65	27	22	47	35	45	39	61	59	41	19	30	52	42	16	50	30	
44	34	45	56	39	45	51	7	0	39	67	39	42	40	44	14	69	34	53	52	64	63	72	13	14	36	26	65	47	49	42	53	15	25	49	64	29	46	69	70	74	48	27	51	9	40	61	38	48	12	29	37	33	24	21	54	41	39	42	47	30	43	34	30	78	31	63	33	39	21	44	75	52	54	47	66	60	27	59	50	32	37	75	39	54	77	44	11	56	40	27	60	38	38	8	53	27	5	37	40	18	59	71	76	38	57	46	20	64	6	53	62	48	2	65	31	6	60	35	39	34	46	38	61	74	55	40	14	25	70	38	40	44	59	63	77	30	28	62	48	47	42	29	37	46	57	35	49	41	72	12	42	58	49	24	38	43	54	44	36	66	24	43	51	59	23	38	40	18	9	23	57	29	24	54	6	47	7	37	58	53	6	26	59	70	21	29	47	35	40	39	66	63	47	25	37	58	36	14	48	30	
